FD_PK,PSA,PARK,FQ,SCORE
110,PSA1,COW HOLLOW PLAYGROUND,FY07Q3,0.98246
164,PSA3,CROCKER AMAZON PLAYGROUND,FY07Q3,0.74286
8,PSA5,DOUGLASS PLAYGROUND,FY07Q3,0.78022
113,PSA6,DUBOCE PARK,FY07Q3,0.89655
98,PSA1,DUPONT COURTS,FY07Q3,0.95588
193,PSA2,ESPRIT PARK,FY07Q3,0.72727
75,PSA5,EUREKA VALLEY REC CENTER,FY07Q3,0.81699
29,PSA3,EXCELSIOR PLAYGROUND,FY07Q3,0.95238
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY07Q3,0.94643
184,PSA1,FAY PARK,FY07Q3,0.91176
55,PSA2,FRANKLIN SQUARE,FY07Q3,0.7
96,PSA1,FULTON PLAYGROUND,FY07Q3,0.92147
57,PSA2,GENE FRIEND REC CENTER,FY07Q3,1
44,PSA3,GILMAN PLAYGROUND,FY07Q3,0.66071
94,GGP,GOLDEN GATE PARK,FY07Q3,0.82941
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY07Q3,0.95652
104,PSA2,GRATTAN PLAYGROUND,FY07Q3,0.73016
125,PSA2,HAMILTON REC CENTER,FY07Q3,0.7193
137671,PSA3,HERZ PLAYGROUND,FY07Q3,0.9085
47,PSA3,HILLTOP PARK,FY07Q3,0.67308
146,PSA1,HYDE/VALLEJO MINI PARK,FY07Q3,0.60606
48,PSA3,INDIA BASIN SHORELINE PARK,FY07Q3,0.86957
90,PSA4,J. P. MURPHY PLAYGROUND,FY07Q3,1
126,PSA2,JAPANTOWN PEACE PLAZA,FY07Q3,0.67742
28,PSA3,JOHN MCLAREN PARK,FY07Q3,0.89222
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY07Q3,1
166,PSA1,JULIUS KAHN PLAYGROUND,FY07Q3,0.94444
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY07Q3,1
26,PSA3,KELLOCH VELASCO MINI PARK,FY07Q3,0.58537
191,PSA6,KID POWER PARK,FY07Q3,0.90909
128,PSA1,LAFAYETTE PARK,FY07Q3,0.85366
10,PSA4,LAKE MERCED PARK,FY07Q3,0.77419
107,PSA1,LAUREL HILL PLAYGROUND,FY07Q3,0.90244
14,PSA3,LESSING/SEARS MINI PARK,FY07Q3,0.68
103,PSA1,LINCOLN PARK,FY07Q3,0.94937
42,PSA3,LITTLE HOLLYWOOD PARK,FY07Q3,0.75728
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY07Q3,0.9112
163,GGP,LOWER GREAT HIGHWAY,FY07Q3,0.88406
88,PSA4,MCCOPPIN SQUARE,FY07Q3,0.66667
53,PSA2,MCKINLEY SQUARE,FY07Q3,0.68421
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY07Q3,1
63,PSA6,MISSION DOLORES PARK,FY07Q3,0.96269
59,PSA6,MISSION REC CENTER,FY07Q3,0.93939
132,PSA1,MOSCONE RECREATION CENTER,FY07Q3,0.97727
102,PSA1,MOUNTAIN LAKE PARK,FY07Q3,0.86316
78,PSA5,MT OLYMPUS,FY07Q3,0.88
176,PSA6,MULLEN/PERALTA MINI PARK,FY07Q3,1
155,PSA1,MURIEL LEFF MINI PARK,FY07Q3,0.97143
72,PSA5,NOE VALLEY COURTS,FY07Q3,0.92063
101,PSA1,PARK PRESIDIO BLVD,FY07Q3,0.56522
187,PSA6,PARQUE NINOS UNIDOS,FY07Q3,0.94872
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY07Q3,0.79545
82,PSA4,PINE LAKE PARK,FY07Q3,0.55172
49,PSA6,POTRERO DEL SOL PARK,FY07Q3,0.44444
52,PSA2,POTRERO HILL RECREATION CENTER,FY07Q3,0.70755
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY07Q3,0.96552
100,PSA1,RICHMOND PLAYGROUND,FY07Q3,1
172,PSA1,RICHMOND RECREATION CENTER,FY07Q3,1
189,PSA3,RIDGETOP PLAZA,FY07Q3,0.79167
99,PSA1,ROCHAMBEAU PLAYGROUND,FY07Q3,0.92208
9,PSA4,ROLPH NICOL PLAYGROUND,FY07Q3,0.79412
157,PSA3,SELBY/PALOU MINI PARK,FY07Q3,0.93617
123,PSA2,SGT. JOHN MACAULAY PARK,FY07Q3,0.76923
83,PSA4,SIGMUND STERN RECREATION GROVE,FY07Q3,0.92623
39,PSA3,SILVER TERRACE PLAYGROUND,FY07Q3,0.91429
56,PSA2,SOUTH PARK,FY07Q3,0.79167
85,PSA4,SOUTH SUNSET PLAYGROUND,FY07Q3,0.80328
136,PSA1,ST MARY'S SQUARE,FY07Q3,0.70588
200,PSA5,STATES STREET PLAYGROUND,FY07Q3,0.92424
180,PSA5,SUNNYSIDE CONSERVATORY,FY07Q3,0.92063
197,PSA5,TOPAZ OPEN SPACE,FY07Q3,0
202,PSA2,UTAH/18TH MINI PARK,FY07Q3,0.52632
169,PSA2,VICTORIA MANALO DRAVES PARK,FY07Q3,0.904
177,PSA3,VISITACION VALLEY GREENWAY,FY07Q3,0.88235
4,PSA5,WALTER HAAS PLAYGROUND,FY07Q3,0.8254
144,PSA1,WASHINGTON/HYDE MINI PARK,FY07Q3,0.97727
91,PSA4,WEST SUNSET PLAYGROUND,FY07Q3,0.88387
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY07Q3,0.88073
170,PSA1,WOH HEI YUEN PARK,FY07Q3,0.86275
117,PSA2,ALAMO SQUARE,FY07Q4,0.93846
151,PSA1,ALICE MARBLE TENNIS COURTS,FY07Q4,1
129,PSA1,ALTA PLAZA,FY07Q4,0.95652
65,PSA4,APTOS PLAYGROUND,FY07Q4,0.93617
38,PSA3,BAY VIEW PLAYGROUND,FY07Q4,0.78571
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY07Q4,1
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY07Q4,0.92308
204,PSA1,BROADWAY TUNNEL EAST MINI PARK,FY07Q4,0.57692
18,PSA4,BROOKS PARK,FY07Q4,0.7
108,PSA2,BUSH/BRODERICK MINI PARK,FY07Q4,0.84375
95,PSA1,CABRILLO PLAYGROUND,FY07Q4,0.89796
86,PSA4,CARL LARSEN PARK,FY07Q4,0.74157
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY07Q4,0.73333
34,PSA6,COLERIDGE MINI PARK,FY07Q4,0.92308
137,PSA1,COLLIS P. HUNTINGTON PARK,FY07Q4,0.91304
80,PSA5,CORONA HEIGHTS,FY07Q4,0.83784
164,PSA3,CROCKER AMAZON PLAYGROUND,FY07Q4,0.73016
8,PSA5,DOUGLASS PLAYGROUND,FY07Q4,0.9375
113,PSA6,DUBOCE PARK,FY07Q4,0.72727
193,PSA2,ESPRIT PARK,FY07Q4,0.82143
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY07Q4,0.78182
182,PSA2,FILLMORE/TURK MINI PARK,FY07Q4,0.97143
55,PSA2,FRANKLIN SQUARE,FY07Q4,0.70492
96,PSA1,FULTON PLAYGROUND,FY07Q4,0.83099
24,PSA6,GARFIELD SQUARE,FY07Q4,0.97674
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY07Q4,0.52564
44,PSA3,GILMAN PLAYGROUND,FY07Q4,0.97531
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY07Q4,0.81132
94,GGP,GOLDEN GATE PARK,FY07Q4,0.82699
104,PSA2,GRATTAN PLAYGROUND,FY07Q4,0.91262
125,PSA2,HAMILTON REC CENTER,FY07Q4,0.73913
116,PSA2,HAYES VALLEY PLAYGROUND,FY07Q4,0.88462
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY07Q4,0.53191
130,PSA1,HELEN WILLS PLAYGROUND,FY07Q4,0.91549
32,PSA6,HOLLY PARK,FY07Q4,0.78351
145,PSA1,INA COOLBRITH MINI PARK,FY07Q4,1
54,PSA2,JACKSON PLAYGROUND,FY07Q4,0.84884
122,PSA2,JEFFERSON SQUARE,FY07Q4,0.95833
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY07Q4,0.94915
158,PSA5,JOOST/BADEN MINI PARK,FY07Q4,0.83333
60,PSA6,JOSE CORONADO PLAYGROUND,FY07Q4,0.7619
154,PSA1,JOSEPH CONRAD MINI PARK,FY07Q4,1
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY07Q4,0.95455
23,PSA6,JURI COMMONS,FY07Q4,0.90698
115,PSA2,KOSHLAND PARK,FY07Q4,0.86
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY07Q4,0.7381
142,PSA1,MARITIME PLAZA,FY07Q4,1
88,PSA4,MCCOPPIN SQUARE,FY07Q4,0.92045
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY07Q4,0.61429
148,PSA1,MICHELANGELO PLAYGROUND,FY07Q4,0.94737
70,PSA5,MIRALOMA PLAYGROUND,FY07Q4,0.97087
63,PSA6,MISSION DOLORES PARK,FY07Q4,0.90441
61,PSA6,MISSION PLAYGROUND,FY07Q4,0.93458
102,PSA1,MOUNTAIN LAKE PARK,FY07Q4,0.86364
72,PSA5,NOE VALLEY COURTS,FY07Q4,0.89394
114,PSA2,PAGE/LAGUNA MINI PARK,FY07Q4,0.72973
111,PSA1,PALACE OF FINE ARTS,FY07Q4,0.9375
30,PSA3,PALEGA RECREATION CENTER,FY07Q4,0.64286
188,PSA3,PALOU/PHELPS PARK,FY07Q4,0.83673
84,PSA4,PARKSIDE SQUARE,FY07Q4,0.86458
187,PSA6,PARQUE NINOS UNIDOS,FY07Q4,0.92593
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY07Q4,0.87234
195,PSA5,PEIXOTTO PLAYGROUND,FY07Q4,0.90141
141,PSA1,PORTSMOUTH SQUARE,FY07Q4,1
37,PSA6,PRECITA PARK,FY07Q4,0.58696
201,PSA6,PRENTISS MINI PARK,FY07Q4,0.70968
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY07Q4,0.55814
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY07Q4,0.77108
172,PSA1,RICHMOND RECREATION CENTER,FY07Q4,0.84211
9,PSA4,ROLPH NICOL PLAYGROUND,FY07Q4,0.87805
107857,PSA5,ROOSEVELT/HENRY STEPS,FY07Q4,0.66667
157,PSA3,SELBY/PALOU MINI PARK,FY07Q4,0.93023
73,PSA5,SEWARD MINI PARK,FY07Q4,0.6
39,PSA3,SILVER TERRACE PLAYGROUND,FY07Q4,0.74107
56,PSA2,SOUTH PARK,FY07Q4,0.8125
31,PSA6,ST MARY'S REC CENTER,FY07Q4,0.92683
200,PSA5,STATES STREET PLAYGROUND,FY07Q4,0.91139
143,PSA1,SUE BIERMAN PARK,FY07Q4,1
93,PSA4,SUNSET PLAYGROUND,FY07Q4,0.92035
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY07Q4,0.96774
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY07Q4,0.98214
192,PSA2,TURK/HYDE MINI PARK,FY07Q4,1
135,PSA2,UNION SQUARE,FY07Q4,1
169,PSA2,VICTORIA MANALO DRAVES PARK,FY07Q4,1
177,PSA3,VISITACION VALLEY GREENWAY,FY07Q4,0.78846
4,PSA5,WALTER HAAS PLAYGROUND,FY07Q4,0.95161
147,PSA1,WASHINGTON SQUARE,FY07Q4,0.92647
68,PSA4,WEST PORTAL PLAYGROUND,FY07Q4,0.96154
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY07Q4,0.96947
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY07Q4,0.81132
51,PSA6,24TH/YORK MINI PARK,FY08Q1,1
194,PSA5,29TH/DIAMOND OPEN SPACE,FY08Q1,0.5
46,PSA3,ADAM ROGERS PARK,FY08Q1,0.86822
25,PSA3,ALICE CHALMERS PLAYGROUND,FY08Q1,0.97115
62,PSA6,ALIOTO MINI PARK,FY08Q1,0.95349
131,PSA1,ALLYNE PARK,FY08Q1,0.88732
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY08Q1,0.91736
65,PSA4,APTOS PLAYGROUND,FY08Q1,0.94495
97,PSA1,ARGONNE PLAYGROUND,FY08Q1,0.9186
66,PSA5,BALBOA PARK,FY08Q1,0.74638
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY08Q1,0.95161
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY08Q1,0.48718
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY08Q1,1
121,PSA2,BUCHANAN STREET MALL,FY08Q1,0.82524
81,PSA5,BUENA VISTA PARK,FY08Q1,0.61972
15,PSA3,CAYUGA PLAYGROUND,FY08Q1,0.90972
140,PSA1,CHINESE RECREATION CENTER,FY08Q1,0.85625
199,PSA6,COSO/PRECITA MINI PARK,FY08Q1,0.86667
127,PSA2,COTTAGE ROW MINI PARK,FY08Q1,0.87879
110,PSA1,COW HOLLOW PLAYGROUND,FY08Q1,0.875
8,PSA5,DOUGLASS PLAYGROUND,FY08Q1,0.70115
113,PSA6,DUBOCE PARK,FY08Q1,0.95745
98,PSA1,DUPONT COURTS,FY08Q1,0.79104
193,PSA2,ESPRIT PARK,FY08Q1,1
75,PSA5,EUREKA VALLEY REC CENTER,FY08Q1,0.91026
6,PSA5,EVERSON/DIGBY LOTS,FY08Q1,1
29,PSA3,EXCELSIOR PLAYGROUND,FY08Q1,0.92737
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY08Q1,0.7875
184,PSA1,FAY PARK,FY08Q1,0.98507
55,PSA2,FRANKLIN SQUARE,FY08Q1,0.68932
57,PSA2,GENE FRIEND REC CENTER,FY08Q1,0.95385
44,PSA3,GILMAN PLAYGROUND,FY08Q1,0.82143
94,GGP,GOLDEN GATE PARK,FY08Q1,0.78066
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY08Q1,0.7
104,PSA2,GRATTAN PLAYGROUND,FY08Q1,0.82143
125,PSA2,HAMILTON REC CENTER,FY08Q1,0.6
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY08Q1,0.71875
130,PSA1,HELEN WILLS PLAYGROUND,FY08Q1,0.95775
137671,PSA3,HERZ PLAYGROUND,FY08Q1,0.86547
47,PSA3,HILLTOP PARK,FY08Q1,0.87368
32,PSA6,HOLLY PARK,FY08Q1,0.8587
146,PSA1,HYDE/VALLEJO MINI PARK,FY08Q1,0.93939
145,PSA1,INA COOLBRITH MINI PARK,FY08Q1,0.56522
48,PSA3,INDIA BASIN SHORELINE PARK,FY08Q1,0.7594
126,PSA2,JAPANTOWN PEACE PLAZA,FY08Q1,0.92857
122,PSA2,JEFFERSON SQUARE,FY08Q1,0.74468
28,PSA3,JOHN MCLAREN PARK,FY08Q1,0.70673
158,PSA5,JOOST/BADEN MINI PARK,FY08Q1,0.625
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY08Q1,0.89583
166,PSA1,JULIUS KAHN PLAYGROUND,FY08Q1,0.90152
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY08Q1,0.8
26,PSA3,KELLOCH VELASCO MINI PARK,FY08Q1,0.66667
191,PSA6,KID POWER PARK,FY08Q1,0.94872
128,PSA1,LAFAYETTE PARK,FY08Q1,0.82249
10,PSA4,LAKE MERCED PARK,FY08Q1,0.86076
107,PSA1,LAUREL HILL PLAYGROUND,FY08Q1,0.86585
14,PSA3,LESSING/SEARS MINI PARK,FY08Q1,0.84211
103,PSA1,LINCOLN PARK,FY08Q1,0.79091
42,PSA3,LITTLE HOLLYWOOD PARK,FY08Q1,0.61386
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY08Q1,0.85496
163,GGP,LOWER GREAT HIGHWAY,FY08Q1,0.59756
88,PSA4,MCCOPPIN SQUARE,FY08Q1,0.78523
53,PSA2,MCKINLEY SQUARE,FY08Q1,0.87273
148,PSA1,MICHELANGELO PLAYGROUND,FY08Q1,0.89583
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY08Q1,1
63,PSA6,MISSION DOLORES PARK,FY08Q1,0.88966
59,PSA6,MISSION REC CENTER,FY08Q1,1
78,PSA5,MT OLYMPUS,FY08Q1,0.63043
176,PSA6,MULLEN/PERALTA MINI PARK,FY08Q1,0.72
155,PSA1,MURIEL LEFF MINI PARK,FY08Q1,0.47222
114,PSA2,PAGE/LAGUNA MINI PARK,FY08Q1,0.92308
101,PSA1,PARK PRESIDIO BLVD,FY08Q1,0.46667
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY08Q1,0.9375
82,PSA4,PINE LAKE PARK,FY08Q1,0.90698
37264,PSA5,PORTOLA OPEN SPACE,FY08Q1,0
141,PSA1,PORTSMOUTH SQUARE,FY08Q1,0.71429
37,PSA6,PRECITA PARK,FY08Q1,0.77273
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY08Q1,0.77778
100,PSA1,RICHMOND PLAYGROUND,FY08Q1,0.85227
189,PSA3,RIDGETOP PLAZA,FY08Q1,0.93617
99,PSA1,ROCHAMBEAU PLAYGROUND,FY08Q1,0.92593
79,PSA5,SATURN STREET STEPS,FY08Q1,0.88462
157,PSA3,SELBY/PALOU MINI PARK,FY08Q1,0.51852
123,PSA2,SGT. JOHN MACAULAY PARK,FY08Q1,0.61702
83,PSA4,SIGMUND STERN RECREATION GROVE,FY08Q1,0.71034
56,PSA2,SOUTH PARK,FY08Q1,0.8125
85,PSA4,SOUTH SUNSET PLAYGROUND,FY08Q1,0.83158
136,PSA1,ST MARY'S SQUARE,FY08Q1,0.88235
200,PSA5,STATES STREET PLAYGROUND,FY08Q1,0.8961
180,PSA5,SUNNYSIDE CONSERVATORY,FY08Q1,0.89655
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY08Q1,0.82759
197,PSA5,TOPAZ OPEN SPACE,FY08Q1,0
202,PSA2,UTAH/18TH MINI PARK,FY08Q1,1
169,PSA2,VICTORIA MANALO DRAVES PARK,FY08Q1,0.93333
27,PSA3,VISITACION VALLEY PLAYGROUND,FY08Q1,0.88732
4,PSA5,WALTER HAAS PLAYGROUND,FY08Q1,0.92063
144,PSA1,WASHINGTON/HYDE MINI PARK,FY08Q1,0.84615
91,PSA4,WEST SUNSET PLAYGROUND,FY08Q1,0.88274
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY08Q1,0.86364
170,PSA1,WOH HEI YUEN PARK,FY08Q1,0.90909
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY08Q1,0.88764
51,PSA6,24TH/YORK MINI PARK,FY08Q2,0.88679
194,PSA5,29TH/DIAMOND OPEN SPACE,FY08Q2,0.85714
46,PSA3,ADAM ROGERS PARK,FY08Q2,0.79825
117,PSA2,ALAMO SQUARE,FY08Q2,0.84348
25,PSA3,ALICE CHALMERS PLAYGROUND,FY08Q2,1
151,PSA1,ALICE MARBLE TENNIS COURTS,FY08Q2,0.9902
62,PSA6,ALIOTO MINI PARK,FY08Q2,0.97917
131,PSA1,ALLYNE PARK,FY08Q2,1
129,PSA1,ALTA PLAZA,FY08Q2,0.96815
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY08Q2,0.81858
65,PSA4,APTOS PLAYGROUND,FY08Q2,0.96825
97,PSA1,ARGONNE PLAYGROUND,FY08Q2,0.87333
66,PSA5,BALBOA PARK,FY08Q2,0.88704
38,PSA3,BAY VIEW PLAYGROUND,FY08Q2,0.87342
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY08Q2,0.93182
2,PSA5,BERKELEY WAY OPEN SPACE,FY08Q2,1
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY08Q2,0.94667
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY08Q2,0.82051
18,PSA4,BROOKS PARK,FY08Q2,0.97297
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY08Q2,0.90909
121,PSA2,BUCHANAN STREET MALL,FY08Q2,0.92857
81,PSA5,BUENA VISTA PARK,FY08Q2,0.84615
108,PSA2,BUSH/BRODERICK MINI PARK,FY08Q2,0.85507
95,PSA1,CABRILLO PLAYGROUND,FY08Q2,0.88649
86,PSA4,CARL LARSEN PARK,FY08Q2,0.82877
15,PSA3,CAYUGA PLAYGROUND,FY08Q2,0.92593
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY08Q2,0.53704
140,PSA1,CHINESE RECREATION CENTER,FY08Q2,0.92857
34,PSA6,COLERIDGE MINI PARK,FY08Q2,0.9375
137,PSA1,COLLIS P. HUNTINGTON PARK,FY08Q2,1
80,PSA5,CORONA HEIGHTS,FY08Q2,0.90291
127,PSA2,COTTAGE ROW MINI PARK,FY08Q2,0.95385
110,PSA1,COW HOLLOW PLAYGROUND,FY08Q2,0.7931
164,PSA3,CROCKER AMAZON PLAYGROUND,FY08Q2,0.72959
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY08Q2,0.5
8,PSA5,DOUGLASS PLAYGROUND,FY08Q2,0.67914
113,PSA6,DUBOCE PARK,FY08Q2,0.975
98,PSA1,DUPONT COURTS,FY08Q2,0.87755
193,PSA2,ESPRIT PARK,FY08Q2,0.78873
75,PSA5,EUREKA VALLEY REC CENTER,FY08Q2,0.96154
6,PSA5,EVERSON/DIGBY LOTS,FY08Q2,1
29,PSA3,EXCELSIOR PLAYGROUND,FY08Q2,0.97849
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY08Q2,0.90551
184,PSA1,FAY PARK,FY08Q2,1
182,PSA2,FILLMORE/TURK MINI PARK,FY08Q2,0.78947
55,PSA2,FRANKLIN SQUARE,FY08Q2,0.8871
96,PSA1,FULTON PLAYGROUND,FY08Q2,0.9186
24,PSA6,GARFIELD SQUARE,FY08Q2,0.93182
57,PSA2,GENE FRIEND REC CENTER,FY08Q2,0.85938
21,PSA5,GENEVA AVENUE STRIP,FY08Q2,1
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY08Q2,0.91327
44,PSA3,GILMAN PLAYGROUND,FY08Q2,0.96629
1,PSA5,GLEN PARK,FY08Q2,0.90837
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY08Q2,0.87273
94,GGP,GOLDEN GATE PARK,FY08Q2,0.95006
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY08Q2,0.86047
104,PSA2,GRATTAN PLAYGROUND,FY08Q2,0.90062
125,PSA2,HAMILTON REC CENTER,FY08Q2,0.89116
116,PSA2,HAYES VALLEY PLAYGROUND,FY08Q2,0.88679
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY08Q2,0.88333
130,PSA1,HELEN WILLS PLAYGROUND,FY08Q2,0.99083
137671,PSA3,HERZ PLAYGROUND,FY08Q2,0.94521
47,PSA3,HILLTOP PARK,FY08Q2,0.76087
32,PSA6,HOLLY PARK,FY08Q2,0.9703
146,PSA1,HYDE/VALLEJO MINI PARK,FY08Q2,0.96667
145,PSA1,INA COOLBRITH MINI PARK,FY08Q2,0.9375
48,PSA3,INDIA BASIN SHORELINE PARK,FY08Q2,0.91667
54,PSA2,JACKSON PLAYGROUND,FY08Q2,0.91388
126,PSA2,JAPANTOWN PEACE PLAZA,FY08Q2,0.84
122,PSA2,JEFFERSON SQUARE,FY08Q2,0.86076
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY08Q2,0.875
28,PSA3,JOHN MCLAREN PARK,FY08Q2,0.6092
158,PSA5,JOOST/BADEN MINI PARK,FY08Q2,0.725
60,PSA6,JOSE CORONADO PLAYGROUND,FY08Q2,0.89922
154,PSA1,JOSEPH CONRAD MINI PARK,FY08Q2,0.86441
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY08Q2,0.96154
40,PSA3,JOSEPH LEE RECREATION CENTER,FY08Q2,1
166,PSA1,JULIUS KAHN PLAYGROUND,FY08Q2,0.92115
23,PSA6,JURI COMMONS,FY08Q2,1
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY08Q2,1
26,PSA3,KELLOCH VELASCO MINI PARK,FY08Q2,0.96296
191,PSA6,KID POWER PARK,FY08Q2,0.95556
115,PSA2,KOSHLAND PARK,FY08Q2,0.97826
128,PSA1,LAFAYETTE PARK,FY08Q2,0.82418
10,PSA4,LAKE MERCED PARK,FY08Q2,0.74324
107,PSA1,LAUREL HILL PLAYGROUND,FY08Q2,0.8655
14,PSA3,LESSING/SEARS MINI PARK,FY08Q2,0.71429
103,PSA1,LINCOLN PARK,FY08Q2,0.77901
42,PSA3,LITTLE HOLLYWOOD PARK,FY08Q2,0.83
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY08Q2,0.8806
163,GGP,LOWER GREAT HIGHWAY,FY08Q2,0.83495
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY08Q2,0.93478
142,PSA1,MARITIME PLAZA,FY08Q2,1
88,PSA4,MCCOPPIN SQUARE,FY08Q2,0.86577
53,PSA2,MCKINLEY SQUARE,FY08Q2,0.84545
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY08Q2,0.88406
148,PSA1,MICHELANGELO PLAYGROUND,FY08Q2,0.96296
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY08Q2,0.98113
63,PSA6,MISSION DOLORES PARK,FY08Q2,0.86935
61,PSA6,MISSION PLAYGROUND,FY08Q2,0.97647
59,PSA6,MISSION REC CENTER,FY08Q2,0.88119
102,PSA1,MOUNTAIN LAKE PARK,FY08Q2,0.86256
78,PSA5,MT OLYMPUS,FY08Q2,0.88889
176,PSA6,MULLEN/PERALTA MINI PARK,FY08Q2,1
155,PSA1,MURIEL LEFF MINI PARK,FY08Q2,0.84722
72,PSA5,NOE VALLEY COURTS,FY08Q2,0.97872
114,PSA2,PAGE/LAGUNA MINI PARK,FY08Q2,0.94444
111,PSA1,PALACE OF FINE ARTS,FY08Q2,0.91667
30,PSA3,PALEGA RECREATION CENTER,FY08Q2,0.77157
188,PSA3,PALOU/PHELPS PARK,FY08Q2,0.66667
101,PSA1,PARK PRESIDIO BLVD,FY08Q2,0.58462
84,PSA4,PARKSIDE SQUARE,FY08Q2,0.95217
187,PSA6,PARQUE NINOS UNIDOS,FY08Q2,0.90789
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY08Q2,0.96629
195,PSA5,PEIXOTTO PLAYGROUND,FY08Q2,0.77465
82,PSA4,PINE LAKE PARK,FY08Q2,0.87755
37264,PSA5,PORTOLA OPEN SPACE,FY08Q2,0
141,PSA1,PORTSMOUTH SQUARE,FY08Q2,0.89617
52,PSA2,POTRERO HILL RECREATION CENTER,FY08Q2,0.89831
37,PSA6,PRECITA PARK,FY08Q2,0.84211
201,PSA6,PRENTISS MINI PARK,FY08Q2,0.94915
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY08Q2,0.89286
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY08Q2,0.90244
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY08Q2,0.71053
100,PSA1,RICHMOND PLAYGROUND,FY08Q2,0.95833
172,PSA1,RICHMOND RECREATION CENTER,FY08Q2,1
189,PSA3,RIDGETOP PLAZA,FY08Q2,0.85714
99,PSA1,ROCHAMBEAU PLAYGROUND,FY08Q2,0.91534
9,PSA4,ROLPH NICOL PLAYGROUND,FY08Q2,0.86585
107857,PSA5,ROOSEVELT/HENRY STEPS,FY08Q2,0.76471
157,PSA3,SELBY/PALOU MINI PARK,FY08Q2,0.79221
73,PSA5,SEWARD MINI PARK,FY08Q2,0.86667
123,PSA2,SGT. JOHN MACAULAY PARK,FY08Q2,0.78125
83,PSA4,SIGMUND STERN RECREATION GROVE,FY08Q2,0.83774
