FD_PK,PSA,PARK,FQ,SCORE
48,PSA3,INDIA BASIN SHORELINE PARK,FY10Q2,0.93651
90,PSA4,J. P. MURPHY PLAYGROUND,FY10Q2,0.99522
54,PSA2,JACKSON PLAYGROUND,FY10Q2,0.97619
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY10Q2,0.81013
126,PSA2,JAPANTOWN PEACE PLAZA,FY10Q2,0.88889
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY10Q2,0.85965
28,PSA3,JOHN MCLAREN PARK,FY10Q2,0.83871
158,PSA5,JOOST/BADEN MINI PARK,FY10Q2,1
60,PSA6,JOSE CORONADO PLAYGROUND,FY10Q2,0.91803
154,PSA1,JOSEPH CONRAD MINI PARK,FY10Q2,0.97368
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY10Q2,0.96078
40,PSA3,JOSEPH LEE RECREATION CENTER,FY10Q2,0.97183
166,PSA1,JULIUS KAHN PLAYGROUND,FY10Q2,0.98283
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY10Q2,0.95946
23,PSA6,JURI COMMONS,FY10Q2,0.69767
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY10Q2,0.91892
26,PSA3,KELLOCH VELASCO MINI PARK,FY10Q2,0.84091
191,PSA6,KID POWER PARK,FY10Q2,1
115,PSA2,KOSHLAND PARK,FY10Q2,0.98077
128,PSA1,LAFAYETTE PARK,FY10Q2,0.94737
10,PSA4,LAKE MERCED PARK,FY10Q2,0.94624
107,PSA1,LAUREL HILL PLAYGROUND,FY10Q2,0.96364
14,PSA3,LESSING/SEARS MINI PARK,FY10Q2,0.97619
103,PSA1,LINCOLN PARK,FY10Q2,0.84722
42,PSA3,LITTLE HOLLYWOOD PARK,FY10Q2,0.85106
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY10Q2,0.84733
163,GGP,LOWER GREAT HIGHWAY,FY10Q2,1
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY10Q2,0.92174
142,PSA1,MARITIME PLAZA,FY10Q2,0.95313
88,PSA4,MCCOPPIN SQUARE,FY10Q2,0.96053
53,PSA2,MCKINLEY SQUARE,FY10Q2,1
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY10Q2,0.80556
148,PSA1,MICHELANGELO PLAYGROUND,FY10Q2,0.98148
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY10Q2,0.90476
70,PSA5,MIRALOMA PLAYGROUND,FY10Q2,0.96053
63,PSA6,MISSION DOLORES PARK,FY10Q2,0.74914
61,PSA6,MISSION PLAYGROUND,FY10Q2,0.89908
59,PSA6,MISSION REC CENTER,FY10Q2,0.97647
132,PSA1,MOSCONE RECREATION CENTER,FY10Q2,0.98305
102,PSA1,MOUNTAIN LAKE PARK,FY10Q2,0.76852
78,PSA5,MT OLYMPUS,FY10Q2,1
176,PSA6,MULLEN/PERALTA MINI PARK,FY10Q2,1
155,PSA1,MURIEL LEFF MINI PARK,FY10Q2,1
72,PSA5,NOE VALLEY COURTS,FY10Q2,0.97561
114,PSA2,PAGE/LAGUNA MINI PARK,FY10Q2,1
111,PSA1,PALACE OF FINE ARTS,FY10Q2,0.9661
30,PSA3,PALEGA RECREATION CENTER,FY10Q2,0.9717
188,PSA3,PALOU/PHELPS PARK,FY10Q2,0.70909
101,PSA1,PARK PRESIDIO BLVD,FY10Q2,0.98214
84,PSA4,PARKSIDE SQUARE,FY10Q2,0.94161
187,PSA6,PARQUE NINOS UNIDOS,FY10Q2,0.94872
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY10Q2,1
195,PSA5,PEIXOTTO PLAYGROUND,FY10Q2,0.97143
82,PSA4,PINE LAKE PARK,FY10Q2,0.88889
141,PSA1,PORTSMOUTH SQUARE,FY10Q2,0.98387
49,PSA6,POTRERO DEL SOL PARK,FY10Q2,0.80519
52,PSA2,POTRERO HILL RECREATION CENTER,FY10Q2,0.92271
37,PSA6,PRECITA PARK,FY10Q2,0.92593
201,PSA6,PRENTISS MINI PARK,FY10Q2,0.98276
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY10Q2,0.93197
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY10Q2,0.89286
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY10Q2,0.68182
100,PSA1,RICHMOND PLAYGROUND,FY10Q2,0.98571
172,PSA1,RICHMOND RECREATION CENTER,FY10Q2,0.98333
99,PSA1,ROCHAMBEAU PLAYGROUND,FY10Q2,0.95556
9,PSA4,ROLPH NICOL PLAYGROUND,FY10Q2,0.81818
107857,PSA5,ROOSEVELT/HENRY STEPS,FY10Q2,0.90476
79,PSA5,SATURN STREET STEPS,FY10Q2,0.92308
157,PSA3,SELBY/PALOU MINI PARK,FY10Q2,0.775
73,PSA5,SEWARD MINI PARK,FY10Q2,0.91026
123,PSA2,SGT. JOHN MACAULAY PARK,FY10Q2,0.92308
83,PSA4,SIGMUND STERN RECREATION GROVE,FY10Q2,0.84694
39,PSA3,SILVER TERRACE PLAYGROUND,FY10Q2,0.91964
56,PSA2,SOUTH PARK,FY10Q2,1
85,PSA4,SOUTH SUNSET PLAYGROUND,FY10Q2,0.92453
31,PSA6,ST MARY'S REC CENTER,FY10Q2,0.81982
136,PSA1,ST MARY'S SQUARE,FY10Q2,1
200,PSA5,STATES STREET PLAYGROUND,FY10Q2,0.88679
143,PSA1,SUE BIERMAN PARK,FY10Q2,0.93939
67,PSA5,SUNNYSIDE PLAYGROUND,FY10Q2,1
93,PSA4,SUNSET PLAYGROUND,FY10Q2,0.97196
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY10Q2,1
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY10Q2,0.92
192,PSA2,TURK/HYDE MINI PARK,FY10Q2,0.82222
135,PSA2,UNION SQUARE,FY10Q2,0.975
22,PSA5,UPPER NOE RECREATION CENTER,FY10Q2,1
202,PSA2,UTAH/18TH MINI PARK,FY10Q2,0.96296
169,PSA2,VICTORIA MANALO DRAVES PARK,FY10Q2,0.96386
177,PSA3,VISITACION VALLEY GREENWAY,FY10Q2,0.95918
27,PSA3,VISITACION VALLEY PLAYGROUND,FY10Q2,0.65854
4,PSA5,WALTER HAAS PLAYGROUND,FY10Q2,1
147,PSA1,WASHINGTON SQUARE,FY10Q2,0.96923
144,PSA1,WASHINGTON/HYDE MINI PARK,FY10Q2,0.93651
68,PSA4,WEST PORTAL PLAYGROUND,FY10Q2,0.97183
91,PSA4,WEST SUNSET PLAYGROUND,FY10Q2,0.96694
170,PSA1,WOH HEI YUEN PARK,FY10Q2,1
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY10Q2,1
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY10Q2,0.56977
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY10Q3,0.94118
51,PSA6,24TH/YORK MINI PARK,FY10Q3,1
46,PSA3,ADAM ROGERS PARK,FY10Q3,0.75806
117,PSA2,ALAMO SQUARE,FY10Q3,0.87805
25,PSA3,ALICE CHALMERS PLAYGROUND,FY10Q3,0.83871
151,PSA1,ALICE MARBLE TENNIS COURTS,FY10Q3,1
62,PSA6,ALIOTO MINI PARK,FY10Q3,0.86047
131,PSA1,ALLYNE PARK,FY10Q3,1
129,PSA1,ALTA PLAZA,FY10Q3,0.98864
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY10Q3,0.86885
65,PSA4,APTOS PLAYGROUND,FY10Q3,0.95294
97,PSA1,ARGONNE PLAYGROUND,FY10Q3,0.89205
66,PSA5,BALBOA PARK,FY10Q3,0.98684
38,PSA3,BAY VIEW PLAYGROUND,FY10Q3,0.85093
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY10Q3,0.55556
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY10Q3,0.90667
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY10Q3,0.89474
18,PSA4,BROOKS PARK,FY10Q3,0.96471
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY10Q3,1
121,PSA2,BUCHANAN STREET MALL,FY10Q3,0.81429
81,PSA5,BUENA VISTA PARK,FY10Q3,0.90541
108,PSA2,BUSH/BRODERICK MINI PARK,FY10Q3,0.97143
95,PSA1,CABRILLO PLAYGROUND,FY10Q3,0.93333
86,PSA4,CARL LARSEN PARK,FY10Q3,0.87143
15,PSA3,CAYUGA PLAYGROUND,FY10Q3,0.85507
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY10Q3,0.94118
140,PSA1,CHINESE RECREATION CENTER,FY10Q3,0.86765
34,PSA6,COLERIDGE MINI PARK,FY10Q3,0.78378
137,PSA1,COLLIS P. HUNTINGTON PARK,FY10Q3,0.97778
80,PSA5,CORONA HEIGHTS,FY10Q3,0.93103
199,PSA6,COSO/PRECITA MINI PARK,FY10Q3,0.84848
127,PSA2,COTTAGE ROW MINI PARK,FY10Q3,1
110,PSA1,COW HOLLOW PLAYGROUND,FY10Q3,0.92857
164,PSA3,CROCKER AMAZON PLAYGROUND,FY10Q3,0.95098
8,PSA5,DOUGLASS PLAYGROUND,FY10Q3,1
113,PSA6,DUBOCE PARK,FY10Q3,1
98,PSA1,DUPONT COURTS,FY10Q3,0.90123
193,PSA2,ESPRIT PARK,FY10Q3,0.9375
75,PSA5,EUREKA VALLEY REC CENTER,FY10Q3,0.90625
29,PSA3,EXCELSIOR PLAYGROUND,FY10Q3,0.85149
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY10Q3,0.84483
184,PSA1,FAY PARK,FY10Q3,1
182,PSA2,FILLMORE/TURK MINI PARK,FY10Q3,1
55,PSA2,FRANKLIN SQUARE,FY10Q3,0.83962
96,PSA1,FULTON PLAYGROUND,FY10Q3,0.89474
24,PSA6,GARFIELD SQUARE,FY10Q3,0.92
57,PSA2,GENE FRIEND REC CENTER,FY10Q3,0.90411
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY10Q3,0.97619
44,PSA3,GILMAN PLAYGROUND,FY10Q3,0.82759
1,PSA5,GLEN PARK,FY10Q3,0.92411
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY10Q3,0.89474
94,GGP,GOLDEN GATE PARK,FY10Q3,0.91489
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY10Q3,1
104,PSA2,GRATTAN PLAYGROUND,FY10Q3,0.80899
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY10Q3,0.88235
130,PSA1,HELEN WILLS PLAYGROUND,FY10Q3,0.97917
137671,PSA3,HERZ PLAYGROUND,FY10Q3,0.64894
47,PSA3,HILLTOP PARK,FY10Q3,0.45902
32,PSA6,HOLLY PARK,FY10Q3,0.9537
146,PSA1,HYDE/VALLEJO MINI PARK,FY10Q3,0.95652
145,PSA1,INA COOLBRITH MINI PARK,FY10Q3,0.9375
48,PSA3,INDIA BASIN SHORELINE PARK,FY10Q3,0.9375
90,PSA4,J. P. MURPHY PLAYGROUND,FY10Q3,0.93396
54,PSA2,JACKSON PLAYGROUND,FY10Q3,0.94505
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY10Q3,0.92391
126,PSA2,JAPANTOWN PEACE PLAZA,FY10Q3,0.97619
122,PSA2,JEFFERSON SQUARE,FY10Q3,0.8587
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY10Q3,0.9717
28,PSA3,JOHN MCLAREN PARK,FY10Q3,0.78113
158,PSA5,JOOST/BADEN MINI PARK,FY10Q3,1
60,PSA6,JOSE CORONADO PLAYGROUND,FY10Q3,0.86364
154,PSA1,JOSEPH CONRAD MINI PARK,FY10Q3,1
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY10Q3,0.94231
40,PSA3,JOSEPH LEE RECREATION CENTER,FY10Q3,0.97015
166,PSA1,JULIUS KAHN PLAYGROUND,FY10Q3,0.9661
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY10Q3,0.94444
23,PSA6,JURI COMMONS,FY10Q3,0.92683
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY10Q3,0.78125
26,PSA3,KELLOCH VELASCO MINI PARK,FY10Q3,0.94231
191,PSA6,KID POWER PARK,FY10Q3,0.88095
115,PSA2,KOSHLAND PARK,FY10Q3,0.76238
128,PSA1,LAFAYETTE PARK,FY10Q3,0.95604
10,PSA4,LAKE MERCED PARK,FY10Q3,0.89247
107,PSA1,LAUREL HILL PLAYGROUND,FY10Q3,0.9881
14,PSA3,LESSING/SEARS MINI PARK,FY10Q3,0.875
103,PSA1,LINCOLN PARK,FY10Q3,0.86957
42,PSA3,LITTLE HOLLYWOOD PARK,FY10Q3,0.9
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY10Q3,0.84426
163,GGP,LOWER GREAT HIGHWAY,FY10Q3,0.96
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY10Q3,0.87665
142,PSA1,MARITIME PLAZA,FY10Q3,0.97436
88,PSA4,MCCOPPIN SQUARE,FY10Q3,0.93151
53,PSA2,MCKINLEY SQUARE,FY10Q3,0.95385
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY10Q3,0.91358
148,PSA1,MICHELANGELO PLAYGROUND,FY10Q3,0.92982
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY10Q3,1
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY10Q3,0.87611
70,PSA5,MIRALOMA PLAYGROUND,FY10Q3,0.87709
63,PSA6,MISSION DOLORES PARK,FY10Q3,0.88393
61,PSA6,MISSION PLAYGROUND,FY10Q3,0.88172
59,PSA6,MISSION REC CENTER,FY10Q3,0.9878
132,PSA1,MOSCONE RECREATION CENTER,FY10Q3,0.92086
102,PSA1,MOUNTAIN LAKE PARK,FY10Q3,0.85321
78,PSA5,MT OLYMPUS,FY10Q3,0.84211
176,PSA6,MULLEN/PERALTA MINI PARK,FY10Q3,1
155,PSA1,MURIEL LEFF MINI PARK,FY10Q3,0.825
72,PSA5,NOE VALLEY COURTS,FY10Q3,0.78571
114,PSA2,PAGE/LAGUNA MINI PARK,FY10Q3,0.88571
111,PSA1,PALACE OF FINE ARTS,FY10Q3,0.98413
30,PSA3,PALEGA RECREATION CENTER,FY10Q3,0.79012
188,PSA3,PALOU/PHELPS PARK,FY10Q3,0.9
101,PSA1,PARK PRESIDIO BLVD,FY10Q3,0.83333
84,PSA4,PARKSIDE SQUARE,FY10Q3,0.99029
187,PSA6,PARQUE NINOS UNIDOS,FY10Q3,1
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY10Q3,0.95402
195,PSA5,PEIXOTTO PLAYGROUND,FY10Q3,0.8169
82,PSA4,PINE LAKE PARK,FY10Q3,0.82796
141,PSA1,PORTSMOUTH SQUARE,FY10Q3,0.88889
49,PSA6,POTRERO DEL SOL PARK,FY10Q3,0.89474
52,PSA2,POTRERO HILL RECREATION CENTER,FY10Q3,0.78462
37,PSA6,PRECITA PARK,FY10Q3,0.95745
201,PSA6,PRENTISS MINI PARK,FY10Q3,0.89655
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY10Q3,0.91429
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY10Q3,0.91176
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY10Q3,0.75
100,PSA1,RICHMOND PLAYGROUND,FY10Q3,0.98266
172,PSA1,RICHMOND RECREATION CENTER,FY10Q3,0.94643
189,PSA3,RIDGETOP PLAZA,FY10Q3,0.78947
99,PSA1,ROCHAMBEAU PLAYGROUND,FY10Q3,1
9,PSA4,ROLPH NICOL PLAYGROUND,FY10Q3,0.91892
107857,PSA5,ROOSEVELT/HENRY STEPS,FY10Q3,0.9375
79,PSA5,SATURN STREET STEPS,FY10Q3,0.92308
157,PSA3,SELBY/PALOU MINI PARK,FY10Q3,0.90244
73,PSA5,SEWARD MINI PARK,FY10Q3,0.91667
123,PSA2,SGT. JOHN MACAULAY PARK,FY10Q3,1
83,PSA4,SIGMUND STERN RECREATION GROVE,FY10Q3,0.98571
56,PSA2,SOUTH PARK,FY10Q3,0.93814
85,PSA4,SOUTH SUNSET PLAYGROUND,FY10Q3,0.96341
31,PSA6,ST MARY'S REC CENTER,FY10Q3,0.89344
136,PSA1,ST MARY'S SQUARE,FY10Q3,0.93023
200,PSA5,STATES STREET PLAYGROUND,FY10Q3,0.75238
143,PSA1,SUE BIERMAN PARK,FY10Q3,0.75676
180,PSA5,SUNNYSIDE CONSERVATORY,FY10Q3,1
67,PSA5,SUNNYSIDE PLAYGROUND,FY10Q3,0.99415
93,PSA4,SUNSET PLAYGROUND,FY10Q3,0.9802
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY10Q3,0.97938
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY10Q3,0.98305
192,PSA2,TURK/HYDE MINI PARK,FY10Q3,0.78125
135,PSA2,UNION SQUARE,FY10Q3,1
22,PSA5,UPPER NOE RECREATION CENTER,FY10Q3,0.9693
202,PSA2,UTAH/18TH MINI PARK,FY10Q3,1
169,PSA2,VICTORIA MANALO DRAVES PARK,FY10Q3,0.89873
177,PSA3,VISITACION VALLEY GREENWAY,FY10Q3,0.89216
27,PSA3,VISITACION VALLEY PLAYGROUND,FY10Q3,0.91129
4,PSA5,WALTER HAAS PLAYGROUND,FY10Q3,0.90179
147,PSA1,WASHINGTON SQUARE,FY10Q3,0.96774
144,PSA1,WASHINGTON/HYDE MINI PARK,FY10Q3,1
68,PSA4,WEST PORTAL PLAYGROUND,FY10Q3,0.8961
91,PSA4,WEST SUNSET PLAYGROUND,FY10Q3,0.94949
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY10Q3,0.88406
170,PSA1,WOH HEI YUEN PARK,FY10Q3,0.98592
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY10Q3,0.72222
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY10Q3,0.82895
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY10Q4,0.95349
51,PSA6,24TH/YORK MINI PARK,FY10Q4,1
46,PSA3,ADAM ROGERS PARK,FY10Q4,0.70968
117,PSA2,ALAMO SQUARE,FY10Q4,0.96471
25,PSA3,ALICE CHALMERS PLAYGROUND,FY10Q4,0.94937
151,PSA1,ALICE MARBLE TENNIS COURTS,FY10Q4,1
62,PSA6,ALIOTO MINI PARK,FY10Q4,0.86111
131,PSA1,ALLYNE PARK,FY10Q4,1
129,PSA1,ALTA PLAZA,FY10Q4,0.97
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY10Q4,0.93805
65,PSA4,APTOS PLAYGROUND,FY10Q4,0.89041
97,PSA1,ARGONNE PLAYGROUND,FY10Q4,0.98795
66,PSA5,BALBOA PARK,FY10Q4,0.98649
38,PSA3,BAY VIEW PLAYGROUND,FY10Q4,0.98214
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY10Q4,0.92857
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY10Q4,0.90476
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY10Q4,1
18,PSA4,BROOKS PARK,FY10Q4,0.97368
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY10Q4,1
121,PSA2,BUCHANAN STREET MALL,FY10Q4,0.82353
81,PSA5,BUENA VISTA PARK,FY10Q4,0.8
108,PSA2,BUSH/BRODERICK MINI PARK,FY10Q4,1
95,PSA1,CABRILLO PLAYGROUND,FY10Q4,0.96053
86,PSA4,CARL LARSEN PARK,FY10Q4,0.77273
15,PSA3,CAYUGA PLAYGROUND,FY10Q4,0.89831
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY10Q4,0.83333
140,PSA1,CHINESE RECREATION CENTER,FY10Q4,0.89091
34,PSA6,COLERIDGE MINI PARK,FY10Q4,0.87097
137,PSA1,COLLIS P. HUNTINGTON PARK,FY10Q4,0.94318
80,PSA5,CORONA HEIGHTS,FY10Q4,0.77987
199,PSA6,COSO/PRECITA MINI PARK,FY10Q4,1
127,PSA2,COTTAGE ROW MINI PARK,FY10Q4,0.86842
110,PSA1,COW HOLLOW PLAYGROUND,FY10Q4,0.99048
164,PSA3,CROCKER AMAZON PLAYGROUND,FY10Q4,0.85304
8,PSA5,DOUGLASS PLAYGROUND,FY10Q4,0.81522
113,PSA6,DUBOCE PARK,FY10Q4,0.88028
98,PSA1,DUPONT COURTS,FY10Q4,1
193,PSA2,ESPRIT PARK,FY10Q4,0.95714
75,PSA5,EUREKA VALLEY REC CENTER,FY10Q4,0.97701
29,PSA3,EXCELSIOR PLAYGROUND,FY10Q4,0.875
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY10Q4,0.875
184,PSA1,FAY PARK,FY10Q4,1
182,PSA2,FILLMORE/TURK MINI PARK,FY10Q4,0.93939
55,PSA2,FRANKLIN SQUARE,FY10Q4,0.87273
96,PSA1,FULTON PLAYGROUND,FY10Q4,0.8875
24,PSA6,GARFIELD SQUARE,FY10Q4,0.8481
57,PSA2,GENE FRIEND REC CENTER,FY10Q4,0.97333
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY10Q4,0.90588
44,PSA3,GILMAN PLAYGROUND,FY10Q4,0.96552
1,PSA5,GLEN PARK,FY10Q4,0.82353
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY10Q4,0.7541
94,GGP,GOLDEN GATE PARK,FY10Q4,0.91883
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY10Q4,0.95238
104,PSA2,GRATTAN PLAYGROUND,FY10Q4,0.83815
125,PSA2,HAMILTON REC CENTER,FY10Q4,0.93464
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY10Q4,0.85567
130,PSA1,HELEN WILLS PLAYGROUND,FY10Q4,1
137671,PSA3,HERZ PLAYGROUND,FY10Q4,0.9011
47,PSA3,HILLTOP PARK,FY10Q4,0.57627
32,PSA6,HOLLY PARK,FY10Q4,0.9204
146,PSA1,HYDE/VALLEJO MINI PARK,FY10Q4,1
145,PSA1,INA COOLBRITH MINI PARK,FY10Q4,0.96667
48,PSA3,INDIA BASIN SHORELINE PARK,FY10Q4,0.91803
90,PSA4,J. P. MURPHY PLAYGROUND,FY10Q4,1
54,PSA2,JACKSON PLAYGROUND,FY10Q4,0.96859
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY10Q4,0.92708
126,PSA2,JAPANTOWN PEACE PLAZA,FY10Q4,0.9375
122,PSA2,JEFFERSON SQUARE,FY10Q4,0.8913
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY10Q4,0.91753
28,PSA3,JOHN MCLAREN PARK,FY10Q4,0.80441
158,PSA5,JOOST/BADEN MINI PARK,FY10Q4,0.90909
60,PSA6,JOSE CORONADO PLAYGROUND,FY10Q4,0.93878
154,PSA1,JOSEPH CONRAD MINI PARK,FY10Q4,1
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY10Q4,0.98214
40,PSA3,JOSEPH LEE RECREATION CENTER,FY10Q4,1
166,PSA1,JULIUS KAHN PLAYGROUND,FY10Q4,0.96923
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY10Q4,0.90196
23,PSA6,JURI COMMONS,FY10Q4,0.93023
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY10Q4,0.93976
26,PSA3,KELLOCH VELASCO MINI PARK,FY10Q4,0.75
191,PSA6,KID POWER PARK,FY10Q4,0.96154
115,PSA2,KOSHLAND PARK,FY10Q4,0.90385
128,PSA1,LAFAYETTE PARK,FY10Q4,0.95789
10,PSA4,LAKE MERCED PARK,FY10Q4,0.83673
107,PSA1,LAUREL HILL PLAYGROUND,FY10Q4,0.92683
14,PSA3,LESSING/SEARS MINI PARK,FY10Q4,0.88
103,PSA1,LINCOLN PARK,FY10Q4,0.84058
42,PSA3,LITTLE HOLLYWOOD PARK,FY10Q4,0.68627
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY10Q4,0.93388
163,GGP,LOWER GREAT HIGHWAY,FY10Q4,0.82278
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY10Q4,0.88446
142,PSA1,MARITIME PLAZA,FY10Q4,0.97368
88,PSA4,MCCOPPIN SQUARE,FY10Q4,0.80645
53,PSA2,MCKINLEY SQUARE,FY10Q4,0.85455
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY10Q4,0.96875
148,PSA1,MICHELANGELO PLAYGROUND,FY10Q4,1
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY10Q4,1
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY10Q4,0.85366
70,PSA5,MIRALOMA PLAYGROUND,FY10Q4,1
63,PSA6,MISSION DOLORES PARK,FY10Q4,0.82432
61,PSA6,MISSION PLAYGROUND,FY10Q4,0.83893
59,PSA6,MISSION REC CENTER,FY10Q4,0.90789
132,PSA1,MOSCONE RECREATION CENTER,FY10Q4,0.93467
102,PSA1,MOUNTAIN LAKE PARK,FY10Q4,0.88462
78,PSA5,MT OLYMPUS,FY10Q4,0.84615
176,PSA6,MULLEN/PERALTA MINI PARK,FY10Q4,0.91176
155,PSA1,MURIEL LEFF MINI PARK,FY10Q4,0.96429
72,PSA5,NOE VALLEY COURTS,FY10Q4,0.92063
114,PSA2,PAGE/LAGUNA MINI PARK,FY10Q4,0.97297
111,PSA1,PALACE OF FINE ARTS,FY10Q4,0.91111
30,PSA3,PALEGA RECREATION CENTER,FY10Q4,0.92973
188,PSA3,PALOU/PHELPS PARK,FY10Q4,0.74725
101,PSA1,PARK PRESIDIO BLVD,FY10Q4,0.68421
84,PSA4,PARKSIDE SQUARE,FY10Q4,0.86207
187,PSA6,PARQUE NINOS UNIDOS,FY10Q4,0.92308
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY10Q4,1
195,PSA5,PEIXOTTO PLAYGROUND,FY10Q4,0.82258
82,PSA4,PINE LAKE PARK,FY10Q4,0.97101
141,PSA1,PORTSMOUTH SQUARE,FY10Q4,0.92063
52,PSA2,POTRERO HILL RECREATION CENTER,FY10Q4,0.78
37,PSA6,PRECITA PARK,FY10Q4,0.97959
201,PSA6,PRENTISS MINI PARK,FY10Q4,0.89286
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY10Q4,0.76923
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY10Q4,0.93182
100,PSA1,RICHMOND PLAYGROUND,FY10Q4,0.96
172,PSA1,RICHMOND RECREATION CENTER,FY10Q4,0.94828
189,PSA3,RIDGETOP PLAZA,FY10Q4,0.95
99,PSA1,ROCHAMBEAU PLAYGROUND,FY10Q4,0.83505
9,PSA4,ROLPH NICOL PLAYGROUND,FY10Q4,0.94872
107857,PSA5,ROOSEVELT/HENRY STEPS,FY10Q4,0.75
79,PSA5,SATURN STREET STEPS,FY10Q4,0.96154
157,PSA3,SELBY/PALOU MINI PARK,FY10Q4,0.97619
73,PSA5,SEWARD MINI PARK,FY10Q4,1
123,PSA2,SGT. JOHN MACAULAY PARK,FY10Q4,0.77419
83,PSA4,SIGMUND STERN RECREATION GROVE,FY10Q4,0.98198
39,PSA3,SILVER TERRACE PLAYGROUND,FY10Q4,0.79412
56,PSA2,SOUTH PARK,FY10Q4,0.91489
85,PSA4,SOUTH SUNSET PLAYGROUND,FY10Q4,0.99083
31,PSA6,ST MARY'S REC CENTER,FY10Q4,1
136,PSA1,ST MARY'S SQUARE,FY10Q4,0.94231
200,PSA5,STATES STREET PLAYGROUND,FY10Q4,0.75
143,PSA1,SUE BIERMAN PARK,FY10Q4,1
180,PSA5,SUNNYSIDE CONSERVATORY,FY10Q4,1
67,PSA5,SUNNYSIDE PLAYGROUND,FY10Q4,0.95349
