RESERVAS PERSONAS CON MOVILIDAD REDUCIDA;;;;;;
Gis_X;Gis_Y;Distrito;Barrio;Calle;Nß Finca;Nß de Plazas
440847,44;4478266,68;06  TETUlN;06-02 CUATRO CAMINOS;REINA MERCEDES, CALLE, DE LA;5;2
441033,8;4478720,4;06  TETUlN;06-02 CUATRO CAMINOS;SAN AMARO, PLAZA, DE;9;2
440592,02;4478186,71;06  TETUlN;06-02 CUATRO CAMINOS;SAN ANTONIO, CALLE, DE;8;1
440709,74;4478822,78;06  TETUlN;06-02 CUATRO CAMINOS;SAN ENRIQUE, CALLE, DE;14;1
440577,91;4478327,57;06  TETUlN;06-02 CUATRO CAMINOS;TERUEL, CALLE, DE;11;1
440586,45;4478314,29;06  TETUlN;06-02 CUATRO CAMINOS;TERUEL, CALLE, DE;14;1
440958,97;4479089,8;06  TETUlN;06-03 CASTILLEJOS;ALONSO CASTRILLO, CALLE, DE;24;1
441230,34;4479638,57;06  TETUlN;06-03 CASTILLEJOS;AMALIA, CALLE, DE;24;1
441193,18;4479428,89;06  TETUlN;06-03 CASTILLEJOS;ANGEL CARBAJO, PLAZA, DE;1;2
441171,63;4479421,43;06  TETUlN;06-03 CASTILLEJOS;ANGEL CARBAJO, PLAZA, DE;13;1
441284,35;4479780,33;06  TETUlN;06-03 CASTILLEJOS;ANIBAL, CALLE, DE;2;1
441297,49;4479751,16;06  TETUlN;06-03 CASTILLEJOS;ANIBAL, CALLE, DE;6;1
440686,09;4479030,35;06  TETUlN;06-03 CASTILLEJOS;BRAVO MURILLO, CALLE, DE;222;1
441456,39;4479506,33;06  TETUlN;06-03 CASTILLEJOS;CAPITAN HAYA, CALLE, DEL;47;1
441491,2;4479676,68;06  TETUlN;06-03 CASTILLEJOS;CAPITAN HAYA, CALLE, DEL;Fte 55B;2
441468,11;4479404,79;06  TETUlN;06-03 CASTILLEJOS;CAPITAN HAYA, CALLE, DEL;48;1
441410,91;4478943,37;06  TETUlN;06-03 CASTILLEJOS;CAPITAN HAYA, CALLE, DEL;19 B;1
441634,42;4479761,52;06  TETUlN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;Fte 187;1
441547,33;4478934,31;06  TETUlN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;117;1
441588,75;4479438,27;06  TETUlN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;167;1
441594,86;4479503,46;06  TETUlN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;169;1
441530,55;4479634,62;06  TETUlN;06-03 CASTILLEJOS;ESTEBANEZ CALDERON, CALLE, DE;5;1
441565,14;4479313,74;06  TETUlN;06-03 CASTILLEJOS;FRANCISCO GERVAS, CALLE, DE;3;1
441322,26;4479336,77;06  TETUlN;06-03 CASTILLEJOS;FRANCISCO GERVAS, CALLE, DE;11;1
441132,97;4479324,28;06  TETUlN;06-03 CASTILLEJOS;GENERAL MARGALLO, CALLE, DEL;23;1
440944,47;4479381,09;06  TETUlN;06-03 CASTILLEJOS;GENERAL MARGALLO, CALLE, DEL;2;1
440975,51;4478923,64;06  TETUlN;06-03 CASTILLEJOS;GENERAL RAMIREZ DE MADRID, CALLE, DEL;42;2
441184,47;4479061,66;06  TETUlN;06-03 CASTILLEJOS;GENERAL VARELA, CALLE, DEL;38;1
441173,4;4478943,51;06  TETUlN;06-03 CASTILLEJOS;GENERAL VARELA, CALLE, DEL;32;2
441167,49;4478984,62;06  TETUlN;06-03 CASTILLEJOS;GENERAL VARELA, CALLE, DEL;31;1
441355,16;4478851,27;06  TETUlN;06-03 CASTILLEJOS;GENERAL YAG?E, CALLE, DEL;12;1
441245,08;4478859,67;06  TETUlN;06-03 CASTILLEJOS;GENERAL YAG?E, CALLE, DEL;20;2
441074,84;4478869,32;06  TETUlN;06-03 CASTILLEJOS;GENERAL YAG?E, CALLE, DEL;36;1
441027,65;4479042,01;06  TETUlN;06-03 CASTILLEJOS;HERMANO GARATE, CALLE, DEL;1;1
440985,88;4479019,02;06  TETUlN;06-03 CASTILLEJOS;HUESCA, CALLE, DE;20;1
441102,49;4479012,03;06  TETUlN;06-03 CASTILLEJOS;HUESCA, CALLE, DE;26;1
440727,33;4479078,57;06  TETUlN;06-03 CASTILLEJOS;HUESCA, CALLE, DE;1;2
440906,58;4479034,48;06  TETUlN;06-03 CASTILLEJOS;HUESCA, CALLE, DE;23;1
441320,74;4479644,31;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;98;1
441241,2;4479568,01;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;95;2
441077,58;4479315,17;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;64;1
441337,95;4479689,21;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;109;2
441291,95;4479604,63;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;92;1
440994,54;4479118,89;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;53;1
440953,46;4478965,59;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;36;1
441046,3;4479228,73;06  TETUlN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;58;2
440790,64;4478951,62;06  TETUlN;06-03 CASTILLEJOS;LERIDA, CALLE, DE;70;2
440841,7;4479148,54;06  TETUlN;06-03 CASTILLEJOS;LERIDA, CALLE, DE;99;1
440744,13;4479017,75;06  TETUlN;06-03 CASTILLEJOS;MARQUES DE LEIS, CALLE, DEL;7;1
440747,41;4479009,34;06  TETUlN;06-03 CASTILLEJOS;MARQUES DE LEIS, CALLE, DEL;12;1
441230,24;4478975,29;06  TETUlN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;48;1
441257,73;4479234,26;06  TETUlN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;60;1
441213,72;4478993,09;06  TETUlN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;67;1
441111,27;4479481,21;06  TETUlN;06-03 CASTILLEJOS;PEDRO VILLAR, CALLE, DE;17;1
440892,37;4479203,72;06  TETUlN;06-03 CASTILLEJOS;PENSAMIENTO, CALLE, DEL;6;1
441045,93;4479155,88;06  TETUlN;06-03 CASTILLEJOS;PENSAMIENTO, CALLE, DEL;23;1
441485,03;4479492,31;06  TETUlN;06-03 CASTILLEJOS;ROSARIO PINO, CALLE, DE;8;1
441065,61;4479410,21;06  TETUlN;06-03 CASTILLEJOS;SAN FELIPE, CALLE, DE;11;1
441380,61;4479147,56;06  TETUlN;06-03 CASTILLEJOS;SOR ANGELA DE LA CRUZ, CALLE, DE;5;1
441212,24;4479205,46;06  TETUlN;06-03 CASTILLEJOS;SOR ANGELA DE LA CRUZ, CALLE, DE;20;1
441033,12;4478999,22;06  TETUlN;06-03 CASTILLEJOS;TERESITA GONZALEZ QUEVEDO, CALLE, DE;20;2
441017,62;4478998,46;06  TETUlN;06-03 CASTILLEJOS;TERESITA GONZALEZ QUEVEDO, CALLE, DE;15;1
441325,11;4479846,78;06  TETUlN;06-04 ALMENARA;AGUILELAS, CALLE, DE LAS;2;2
441240,58;4480015,28;06  TETUlN;06-04 ALMENARA;AGUILELAS, CALLE, DE LAS;15;1
441418,52;4480315,83;06  TETUlN;06-04 ALMENARA;AILANTO, CALLE, DEL;24;1
441513,92;4480266,39;06  TETUlN;06-04 ALMENARA;AILANTO, CALLE, DEL;3;1
441023,08;4480113,17;06  TETUlN;06-04 ALMENARA;ALBENDIEGO, CALLE, DE;7;1
441606,46;4480428,11;06  TETUlN;06-04 ALMENARA;ALEMANIA, CALLE, DE;5;1
440757,69;4480500,39;06  TETUlN;06-04 ALMENARA;ALVAREZ, CALLE, DE;21;1
440699,41;4480554,08;06  TETUlN;06-04 ALMENARA;ALVAREZ, CALLE, DE;29;1
440871,08;4480394,99;06  TETUlN;06-04 ALMENARA;ALVAREZ, CALLE, DE;3;1
440875,86;4480390,39;06  TETUlN;06-04 ALMENARA;ALVAREZ, CALLE, DE;2 B;1
441151,6;4480104,37;06  TETUlN;06-04 ALMENARA;ANTONIO, CALLE, DE;27;1
440880,52;4480518,55;06  TETUlN;06-04 ALMENARA;ASTURIAS, AVENIDA, DE;59;1
441190,45;4480291,66;06  TETUlN;06-04 ALMENARA;ASTURIAS, AVENIDA, DE;28;1
441130,47;4480277,15;06  TETUlN;06-04 ALMENARA;ASTURIAS, AVENIDA, DE;37;1
440773,99;4480394,96;06  TETUlN;06-04 ALMENARA;BARACALDO, CALLE, DE;28;1
441125,2;4480153,65;06  TETUlN;06-04 ALMENARA;BASCONES, CALLE, DE;24;1
441377,67;4480320,51;06  TETUlN;06-04 ALMENARA;CALAVERAL, CALLE, DEL;76;1
441368,26;4480299,4;06  TETUlN;06-04 ALMENARA;CALAVERAL, CALLE, DEL;72;1
441482,79;4480539,63;06  TETUlN;06-04 ALMENARA;CALAVERAL, CALLE, DEL;96;1
441462,83;4480498,88;06  TETUlN;06-04 ALMENARA;CALAVERAL, CALLE, DEL;93;1
440951,97;4480419,06;06  TETUlN;06-04 ALMENARA;CARMEN MONTOYA, CALLE, DE;19;1
440848,94;4480298,44;06  TETUlN;06-04 ALMENARA;CARMEN MONTOYA, CALLE, DE;2;1
441671,61;4480373,41;06  TETUlN;06-04 ALMENARA;CASTELLANA, PASEO, DE LA;211;1
441666,74;4480156,64;06  TETUlN;06-04 ALMENARA;CASTELLANA, PASEO, DE LA;197;2
441586,92;4480468,08;06  TETUlN;06-04 ALMENARA;CEDROS, CALLE, DE LOS;Fte 92;1
441506,95;4480299,05;06  TETUlN;06-04 ALMENARA;CEDROS, CALLE, DE LOS;47;1
441139,04;4480210,38;06  TETUlN;06-04 ALMENARA;COSTA VERDE, CALLE, DE LA;8;2
441312,49;4480035,08;06  TETUlN;06-04 ALMENARA;DELFIN, CALLE, DEL;7;1
440962,95;4480257,79;06  TETUlN;06-04 ALMENARA;DONOSO, PLAZA, DE;5;
440935,08;4480594,65;06  TETUlN;06-04 ALMENARA;EMILIA, CALLE, DE;49;3
441359,51;4480207,4;06  TETUlN;06-04 ALMENARA;EMILIA, CALLE, DE;Fte 10;1
441151,24;4480386,92;06  TETUlN;06-04 ALMENARA;EMILIA, CALLE, DE;29;1
441562;4480626,36;06  TETUlN;06-04 ALMENARA;EUGENIO, CALLE, DE;10;1
441171,92;4479947,93;06  TETUlN;06-04 ALMENARA;FRANCISCO CABO, CALLE, DE;3;1
441387,54;4480661,13;06  TETUlN;06-04 ALMENARA;GENERAL ARANDA, CALLE, DEL;26;1
441326,32;4480686,61;06  TETUlN;06-04 ALMENARA;GENERAL ARANDA, CALLE, DEL;28;1
441564,16;4480576,58;06  TETUlN;06-04 ALMENARA;GENERAL ARANDA, CALLE, DEL;4;1
441445,2;4480668,42;06  TETUlN;06-04 ALMENARA;GENERAL PINTOS, CALLE, DEL;53;
441349,86;4480466,75;06  TETUlN;06-04 ALMENARA;GENERAL PINTOS, CALLE, DEL;21 B;2
441417,45;4480700,57;06  TETUlN;06-04 ALMENARA;GERANIOS, CALLE, DE LOS;44;1
441342,95;4480636,81;06  TETUlN;06-04 ALMENARA;GERANIOS, CALLE, DE LOS;36;1
441528,91;4480654,24;06  TETUlN;06-04 ALMENARA;HELIOTROPO, CALLE, DEL;2;2
441296,22;4480659,01;06  TETUlN;06-04 ALMENARA;JOAQUIN DICENTA, CALLE, DE;26;1
441177,36;4480515,31;06  TETUlN;06-04 ALMENARA;JOAQUIN DICENTA, CALLE, DE;1;1
441768,77;4480663,44;06  TETUlN;06-04 ALMENARA;LUIS ESTEBAN, CALLE, DE;1;2
441461,79;4480304,25;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;56;1
441405,83;4480196,42;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;35;1
441695,89;4480769,14;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;118;1
441481,46;4480345,76;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;60;1
441592,79;4480578,72;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;98;1
441700,63;4480789,54;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;120;1
441627,9;4480653,38;06  TETUlN;06-04 ALMENARA;MAGNOLIAS, CALLE, DE LAS;108;1
441610,77;4480683,14;06  TETUlN;06-04 ALMENARA;MARQUES DE ENCINARES, CALLE, DEL;9;1
441382,48;4480496,14;06  TETUlN;06-04 ALMENARA;MARTIRES DE LA VENTILLA, CALLE, DE LOS;77;1
441552,86;4480415,78;06  TETUlN;06-04 ALMENARA;MARTIRES DE LA VENTILLA, CALLE, DE LOS;27;1
441710,52;4480357,53;06  TETUlN;06-04 ALMENARA;MARTIRES DE LA VENTILLA, CALLE, DE LOS;1;2
440624,73;4480523,33;06  TETUlN;06-04 ALMENARA;MOLINA, CALLE, DE;63;1
440798,57;4480395,28;06  TETUlN;06-04 ALMENARA;MOLINA, CALLE, DE;35;1
440884,92;4480329,12;06  TETUlN;06-04 ALMENARA;MOLINA, CALLE, DE;12;1
440935,28;4480237,27;06  TETUlN;06-04 ALMENARA;MONTOYA, CALLE, DE;10;1
440988,99;4480251,37;06  TETUlN;06-04 ALMENARA;MORANDO, CALLE, DE;16;
441488,19;4480647,69;06  TETUlN;06-04 ALMENARA;ORDOLEZ, CALLE, DE;4;1
441215,58;4480506,61;06  TETUlN;06-04 ALMENARA;PADRE RUBIO, CALLE, DEL;53;1
441063,63;4480600,9;06  TETUlN;06-04 ALMENARA;PADRE RUBIO, CALLE, DEL;76;1
441315,63;4480459,78;06  TETUlN;06-04 ALMENARA;PADRE RUBIO, CALLE, DEL;39;1
441276,45;4480478,26;06  TETUlN;06-04 ALMENARA;PADRE RUBIO, CALLE, DEL;45;1
441517,53;4480363,93;06  TETUlN;06-04 ALMENARA;PADRE RUBIO, CALLE, DEL;3;1
441227,24;4480680,11;06  TETUlN;06-04 ALMENARA;PALMERA, CALLE, DE LA;32;1
440679,98;4480429,46;06  TETUlN;06-04 ALMENARA;PINOS ALTA, CALLE, DE;112;1
440618,34;4480474,25;06  TETUlN;06-04 ALMENARA;PINOS ALTA, CALLE, DE;128;1
440820,09;4480551,51;06  TETUlN;06-04 ALMENARA;PINOS BAJA, CALLE, DE;126;2
440961,71;4480335,31;06  TETUlN;06-04 ALMENARA;ROSARIO ROMERO, CALLE, DE;22;1
441625,29;4480224,17;06  TETUlN;06-04 ALMENARA;SAN AQUILINO, CALLE, DE;8;1
441698,12;4480547,37;06  TETUlN;06-04 ALMENARA;SAN AQUILINO, CALLE, DE;30;1
441286,14;4480311,3;06  TETUlN;06-04 ALMENARA;SAN BENITO, CALLE, DE;31;1
441363,41;4480263,69;06  TETUlN;06-04 ALMENARA;SAN BENITO, CALLE, DE;28;1
441419,69;4480357,85;06  TETUlN;06-04 ALMENARA;SAN LEOPOLDO, CALLE, DE;44;1
441599,95;4480286,45;06  TETUlN;06-04 ALMENARA;SAN LEOPOLDO, CALLE, DE;8;2
441480,56;4480329,13;06  TETUlN;06-04 ALMENARA;SAN LEOPOLDO, CALLE, DE;32;1
441371,95;4479939,3;06  TETUlN;06-04 ALMENARA;SIMANCAS, CALLE, DE;19;2
441307,44;4479915,28;06  TETUlN;06-04 ALMENARA;SIMANCAS, CALLE, DE;7;1
441420,05;4479952,98;06  TETUlN;06-04 ALMENARA;SIMANCAS, CALLE, DE;23;1
441741,37;4480836,29;06  TETUlN;06-04 ALMENARA;SINESIO DELGADO, CALLE, DE;5;2
441046,19;4480445,11;06  TETUlN;06-04 ALMENARA;SOROLLA, CALLE, DE;2;1
441763,97;4480742,25;06  TETUlN;06-04 ALMENARA;VICENTE GACEO, CALLE, DE;19;1
441569,51;4480316,73;06  TETUlN;06-04 ALMENARA;VINCA, CALLE, DE LA;5;1
441530,73;4480229,19;06  TETUlN;06-04 ALMENARA;VINCA, CALLE, DE LA;1;1
441268,08;4479812,89;06  TETUlN;06-04 ALMENARA;VILA VIRGEN, CALLE, DEL;FTE 2;1
440827,45;4480511,98;06  TETUlN;06-04 ALMENARA;YEROS, CALLE, DEL;10;1
440870,95;4480457,78;06  TETUlN;06-04 ALMENARA;YEROS, CALLE, DEL;9;1
440901,31;4480428,81;06  TETUlN;06-04 ALMENARA;YEROS, CALLE, DEL;3;1
440290,65;4479873,82;06  TETUlN;06-05 VALDEACEDERAS;AGAVE, CALLE, DEL;13;1
440199,49;4480273,67;06  TETUlN;06-05 VALDEACEDERAS;ALBERDI, CALLE, DE;52;1
440156,58;4480126,79;06  TETUlN;06-05 VALDEACEDERAS;ALBERDI, CALLE, DE;30;1
440592,8;4480157,41;06  TETUlN;06-05 VALDEACEDERAS;ALFALFA, CALLE, DE LA;23;1
440280,02;4479924,57;06  TETUlN;06-05 VALDEACEDERAS;ALIGUSTRE, CALLE, DEL;35;2
440344,04;4479843,88;06  TETUlN;06-05 VALDEACEDERAS;ALMORTAS, CALLE, DE LAS;13;2
440616,46;4479763,84;06  TETUlN;06-05 VALDEACEDERAS;ANA MARIA, CALLE, DE;35;1
440498,66;4480066,23;06  TETUlN;06-05 VALDEACEDERAS;ANTONIO LANZUELA, CALLE, DE;29;1
440640,45;4479980,51;06  TETUlN;06-05 VALDEACEDERAS;ANTONIO LANZUELA, CALLE, DE;3:00 AM;1
440509,88;4480057,24;06  TETUlN;06-05 VALDEACEDERAS;ANTONIO LANZUELA, CALLE, DE;23;1
440661,52;4480270,13;06  TETUlN;06-05 VALDEACEDERAS;ARROYO, CALLE, DEL;12;1
440686,46;4479701,26;06  TETUlN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;45;2
440937,86;4479623,09;06  TETUlN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;12;1
440894,58;4479629,96;06  TETUlN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;13;1
440787,53;4479465,09;06  TETUlN;06-05 VALDEACEDERAS;CACTUS, CALLE, DEL;29;
440463,24;4480237,12;06  TETUlN;06-05 VALDEACEDERAS;CANTUESO, CALLE, DEL;84;1
440478,69;4480288,91;06  TETUlN;06-05 VALDEACEDERAS;CANTUESO, CALLE, DEL;97;1
440283,35;4480028,49;06  TETUlN;06-05 VALDEACEDERAS;CANTUESO, CALLE, DEL;37;1
440215,33;4479950,84;06  TETUlN;06-05 VALDEACEDERAS;CANTUESO, CALLE, DEL;11;1
440476,49;4480019,08;06  TETUlN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;114;2
440811,33;4479877,44;06  TETUlN;06-05 VALDEACEDERAS;CAPITAN BLANCO ARGIBAY, CALLE, DEL;42;1
440910,41;4479601,45;06  TETUlN;06-05 VALDEACEDERAS;CEUTA, CALLE, DE;32;1
440752,74;4480173,46;06  TETUlN;06-05 VALDEACEDERAS;CLAVELINAS, CALLE, DE LAS;3;1
440925,99;4479525,71;06  TETUlN;06-05 VALDEACEDERAS;CONDE DE VALLELLANO, CALLE, DEL;4;1
440629,51;4479580,76;06  TETUlN;06-05 VALDEACEDERAS;CUEVAS, CALLE, DE LAS;41;1
440376,16;4480345,96;06  TETUlN;06-05 VALDEACEDERAS;DIRECCION, PASEO, DE LA;324;
440607,23;4480023,09;06  TETUlN;06-05 VALDEACEDERAS;DIVINO REDENTOR, CALLE, DEL;13;1
440627,24;4480034,81;06  TETUlN;06-05 VALDEACEDERAS;ESCARAMUJO, CALLE, DEL;S/N;1
440621,53;4480264,87;06  TETUlN;06-05 VALDEACEDERAS;ESPERANZA SANCHEZ CARRASCOSA, CALLE, DE;62;1
440582,06;4480214,22;06  TETUlN;06-05 VALDEACEDERAS;ESPERANZA SANCHEZ CARRASCOSA, CALLE, DE;50;1
440485,79;4480196,29;06  TETUlN;06-05 VALDEACEDERAS;FRANCISCA CALONGE, CALLE, DE;12;1
440453,07;4480164,06;06  TETUlN;06-05 VALDEACEDERAS;FRANCISCA CALONGE, CALLE, DE;3;1
440756,74;4479733,21;06  TETUlN;06-05 VALDEACEDERAS;FRAY JUNIPERO SERRA, CALLE, DE;Fte 29;1
440794,61;4480112,49;06  TETUlN;06-05 VALDEACEDERAS;GABRIEL PORTADALES, CALLE, DE;1;1
440741,16;4480075,45;06  TETUlN;06-05 VALDEACEDERAS;GARCI-NULO, CALLE, DE;26;2
440936,17;4480077,75;06  TETUlN;06-05 VALDEACEDERAS;HERRERA, CALLE, DE;19;1
440738,1;4479501,47;06  TETUlN;06-05 VALDEACEDERAS;HIERBABUENA, CALLE, DE LA;44;1
440755,84;4479545,52;06  TETUlN;06-05 VALDEACEDERAS;HIERBABUENA, CALLE, DE LA;63;1
440380,11;4480185,35;06  TETUlN;06-05 VALDEACEDERAS;ISABEL SERRANO, CALLE, DE;1;1
440518,41;4480285,06;06  TETUlN;06-05 VALDEACEDERAS;JARAMAGOS, CALLE, DE LOS;7;1
440442,11;4480347,16;06  TETUlN;06-05 VALDEACEDERAS;JARAMAGOS, CALLE, DE LOS;14;1
440444,96;4480129,89;06  TETUlN;06-05 VALDEACEDERAS;LADERA, CALLE, DE LA;1;1
440443,79;4480329,42;06  TETUlN;06-05 VALDEACEDERAS;MANUELA MINGUEZ, CALLE, DE;15;1
440454,46;4480366,59;06  TETUlN;06-05 VALDEACEDERAS;MANUELA MINGUEZ, CALLE, DE;S/N;1
440633,98;4480407,96;06  TETUlN;06-05 VALDEACEDERAS;MARIANO SERRANO, CALLE, DE;10;1
440675,12;4479486,09;06  TETUlN;06-05 VALDEACEDERAS;MARQUES DE VIANA, CALLE, DEL;22;1
440357,25;4479808,41;06  TETUlN;06-05 VALDEACEDERAS;MIOSOTIS, CALLE, DE LA;69;1
440924,44;4479904,3;06  TETUlN;06-05 VALDEACEDERAS;MIRTO, CALLE, DEL;2;1
440847,41;4479712,04;06  TETUlN;06-05 VALDEACEDERAS;MULLER, CALLE, DE;22;1
440298,87;4480197,01;06  TETUlN;06-05 VALDEACEDERAS;PANDO, CALLE, DE;6;1
440173,47;4480237,7;06  TETUlN;06-05 VALDEACEDERAS;PANDO, CALLE, DE;22;1
440389,45;4480094,29;06  TETUlN;06-05 VALDEACEDERAS;PEDRO MEDRANO, CALLE, DE;4;2
440420,52;4480137,93;06  TETUlN;06-05 VALDEACEDERAS;PEDRO MEDRANO, CALLE, DE;Fte 18;1
441050,93;4479985,06;06  TETUlN;06-05 VALDEACEDERAS;PINOS ALTA, CALLE, DE;33;1
440501,28;4480166,43;06  TETUlN;06-05 VALDEACEDERAS;PINOS BAJA, CALLE, DE;25;1
440415,8;4480060,54;06  TETUlN;06-05 VALDEACEDERAS;PINOS BAJA, CALLE, DE;1;1
440440,74;4480091,55;06  TETUlN;06-05 VALDEACEDERAS;PINOS BAJA, CALLE, DE;11;1
440477,96;4480138,49;06  TETUlN;06-05 VALDEACEDERAS;PINOS BAJA, CALLE, DE;17;1
440821,17;4480072,51;06  TETUlN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;14;1
440791,07;4480088,14;06  TETUlN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;13;1
440729,19;4480158,24;06  TETUlN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;31;1
440874,21;4480019,89;06  TETUlN;06-05 VALDEACEDERAS;PLATANO, CALLE, DEL;4;1
440137,22;4480272,05;06  TETUlN;06-05 VALDEACEDERAS;REYES AIZQUIBEL, CALLE, DE;15;1
440092,06;4480108,68;06  TETUlN;06-05 VALDEACEDERAS;REYES AIZQUIBEL, CALLE, DE;6;1
440981,96;4479847,03;06  TETUlN;06-05 VALDEACEDERAS;SANTA VALENTINA, CALLE, DE;1;1
440638;4480148,84;06  TETUlN;06-05 VALDEACEDERAS;SANTIAGO CORDERO, CALLE, DE;17;2
440869,04;4479964,91;06  TETUlN;06-05 VALDEACEDERAS;SIERRA BULLONES, CALLE, DE LA;16;1
440852,04;4479923,5;06  TETUlN;06-05 VALDEACEDERAS;SIERRA BULLONES, CALLE, DE LA;10;1
440218,68;4480046,45;06  TETUlN;06-05 VALDEACEDERAS;SORGO, CALLE, DEL;34;2
440213,22;4480029,28;06  TETUlN;06-05 VALDEACEDERAS;SORGO, CALLE, DEL;28;1
440231,74;4480087,81;06  TETUlN;06-05 VALDEACEDERAS;SORGO, CALLE, DEL;44;1
440249,12;4480164,42;06  TETUlN;06-05 VALDEACEDERAS;SORGO, CALLE, DEL;51;2
440303,79;4480034,63;06  TETUlN;06-05 VALDEACEDERAS;TORRES, CALLE, DE;16;1
440386,33;4480004,5;06  TETUlN;06-05 VALDEACEDERAS;TORRES, CALLE, DE;3;1
440438,15;4479735,17;06  TETUlN;06-05 VALDEACEDERAS;TREBOL, CALLE, DEL;19;1
440488,06;4479880,3;06  TETUlN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;53;2
440801,73;4479801,56;06  TETUlN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;13;1
440701,8;4479838,76;06  TETUlN;06-05 VALDEACEDERAS;VOLUNTARIOS CATALANES, CALLE, DE LOS;27 A;1
440676,94;4479309,59;06  TETUlN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;17;1
440612,62;4479349,99;06  TETUlN;06-06 BERRUGUETE;ALGODONALES, CALLE, DE LOS;31;1
439877,85;4479107,58;06  TETUlN;06-06 BERRUGUETE;ALONSO NULEZ, CALLE, DE;35;1
440133,25;4479103,44;06  TETUlN;06-06 BERRUGUETE;ALONSO NULEZ, CALLE, DE;5;1
440158,59;4478963,17;06  TETUlN;06-06 BERRUGUETE;AMBROSIO VALLEJO, CALLE, DE;15;1
440340,62;4479501,68;06  TETUlN;06-06 BERRUGUETE;BELLVER, CALLE, DE;9;1
440360,21;4479095,26;06  TETUlN;06-06 BERRUGUETE;BERRUGUETE, CALLE, DE;48;1
440276,42;4479116,37;06  TETUlN;06-06 BERRUGUETE;BURGOS, CALLE, DE;10;1
440242;4479124,15;06  TETUlN;06-06 BERRUGUETE;BURGOS, CALLE, DE;5;1
440332,37;4479131,17;06  TETUlN;06-06 BERRUGUETE;BURGOS, CALLE, DE;19;
440153,75;4479392,05;06  TETUlN;06-06 BERRUGUETE;BUSTILLO DEL ORO, CALLE, DE;18 B;1
439996,74;4479236,94;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;53;1
440183,89;4479562,16;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;130;1
440260,74;4479359,95;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;105;1
440003,73;4479154,69;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;35;2
440108,55;4479293,99;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;48;1
440074,33;4479325,44;06  TETUlN;06-06 BERRUGUETE;DIRECCION, PASEO, DE LA;73;1
440529,61;4479119,7;06  TETUlN;06-06 BERRUGUETE;DOLORES, CALLE, DE;14;2
440369,42;4478829,57;06  TETUlN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;32;1
440149,04;4478896,74;06  TETUlN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;56;1
440583,84;4479205,98;06  TETUlN;06-06 BERRUGUETE;HIERBABUENA, CALLE, DE LA;Fte 7;3
440694,37;4479405,54;06  TETUlN;06-06 BERRUGUETE;HIERBABUENA, CALLE, DE LA;30;1
