RESERVAS PERSONAS CON MOVILIDAD REDUCIDA;;;;;;
Gis_X;Gis_Y;Distrito;Barrio;Calle;Nß Finca;Nß de Plazas
443367,29;4470498,44;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ENTREVIAS, AVENIDA;56;1
443651,91;4470215,41;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ENTREVIAS, AVENIDA;84;1
444180,76;4469405,14;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ESTEBAN CARROS, CALLE, DE;61;2
444184,5;4469455,92;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ESTEBAN CARROS, CALLE, DE;20;2
444155,79;4469340,33;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ESTEBAN CARROS, CALLE, DE;62;1
444259,37;4469608,38;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;ESTEBAN CARROS, CALLE, DE;43;1
443337;4470412,47;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;GUADALCAZAR, CALLE, DE;5;2
443325,84;4470398,54;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;GUADALCAZAR, CALLE, DE;8;2
443303,16;4470453,02;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;GUADALCAZAR, CALLE, DE;1;2
443359,63;4470357,98;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;GUADALCAZAR, CALLE, DE;16;1
443314,92;4469674,69;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;HORNACHOS, CALLE, DE;7;1
443212,49;4469654,87;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;IBOR, CALLE, DEL;11 B;1
443125,8;4469615,9;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;IBOR, CALLE, DEL;Fte 17;1
443276,48;4469641,66;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;IBOR, CALLE, DEL;3;1
443217,27;4469674,15;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;IBOR, CALLE, DEL;4 C;2
443565,18;4469861,06;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;IBROS, CALLE, DE;2;2
444010,75;4469263,73;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;JOAQUIN GARRIGUES WALKER, AVENIDA, DE;94;1
443906,5;4469558,85;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;JOAQUIN GARRIGUES WALKER, AVENIDA, DE;S/N;2
443076,76;4470436,79;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;LAGARTERA, CALLE, DE LA;168;1
443046,88;4470471,78;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;LAGARTERA, CALLE, DE LA;120;1
443237,32;4470458,45;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MANCHA, CALLE, DE LA;8;1
443311,56;4470522,02;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MANCHA, CALLE, DE LA;2;1
443877,57;4469930,25;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MARTOS, CALLE, DE;1;1
443918,74;4469929,86;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MARTOS, CALLE, DE;5 B;1
443085,47;4470929,87;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEJORANA, CALLE, DE LA;7;1
442923,78;4470665,24;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEJORANA, CALLE, DE LA;54;1
442951,87;4470718,28;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEJORANA, CALLE, DE LA;44;2
443431,57;4470303,77;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEMBEZAR, CALLE, DE;21;1
443409,51;4470352,6;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEMBEZAR, CALLE, DE;5;1
443391,25;4470219,57;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEMBEZAR, CALLE, DE;27;1
443340,6;4470280,37;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MEMBEZAR, CALLE, DE;33;1
442782,27;4470453,8;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MESTANZA, CALLE, DE;13;2
442786,38;4470469,94;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MESTANZA, CALLE, DE;104;1
442889,27;4470510,36;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MESTANZA, CALLE, DE;2;1
443093,4;4470706,39;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MIGUEL DE LA ROCA, CALLE, DE;19;1
443144,61;4470650,09;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MIGUEL DE LA ROCA, CALLE, DE;22;1
442960,89;4470806,43;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MIGUEL DE LA ROCA, CALLE, DE;1;1
443170,85;4469663,89;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MONTANCHEZ, CALLE, DE;25;1
443298,88;4469777,05;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MONTANCHEZ, CALLE, DE;4;2
443019,93;4470416,3;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MONTIEL, PLAZA, DE;13;1
442608,16;4470263,38;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MUDELA, CALLE, DE;194;
442564,87;4470225,81;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;MUDELA, CALLE, DE;33;1
444161,45;4469766,84;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;NAJARRA, CALLE, DEL;7;1
444103,29;4469910,7;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PADRE LLANOS, CALLE, DEL;4;2
443244,54;4470278,48;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PEDROCHES, CALLE, DE;4;1
443404,55;4470109,15;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PEDROCHES, CALLE, DE;9;1
443128,67;4470227,02;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PELARROYA, CALLE, DEL;38;1
443189,66;4470147,09;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PELARROYA, CALLE, DEL;116;3
443136,11;4470218,52;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PELARROYA, CALLE, DEL;84;1
443097,24;4470265,21;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PELARROYA, CALLE, DEL;12;1
443583,75;4470076,99;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;POZOHALCON, CALLE, DE;32 M;1
444458,89;4469865,74;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PUERTO DE BALBARAN, CALLE, DEL;10;2
444359,02;4469908,51;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;PUERTO DE BALBARAN, CALLE, DEL;10;2
444344,75;4469456,97;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;REGUERA DE TOMATEROS, CALLE, DE LA;39B;1
444326,59;4469410,34;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;REGUERA DE TOMATEROS, CALLE, DE LA;43;2
442779,31;4470387,84;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;RUIDERA, CALLE, DE;26;1
442892,23;4470478,87;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;RUIDERA, CALLE, DE;8;1
443623,24;4469788,11;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SABIOTE, CALLE, DE;4;1
442995,09;4470241,72;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SANTA RAFAELA MARIA DEL SAGRADO CORAZON, CALLE, DE;110;1
442970,07;4470192,51;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SANTA RAFAELA MARIA DEL SAGRADO CORAZON, CALLE, DE;43;1
444140,09;4469648,41;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SANTANDERINA, CALLE, DE LA;7;1
444159,43;4469692,1;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SANTANDERINA, CALLE, DE LA;1;1
443285,96;4469978,35;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SERENA, CALLE, DE LA;394;1
443173,94;4470835,54;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SIERRA DE CONTRAVIESA, CALLE, DE LA;14;1
442901,99;4470181,71;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA;4;1
443219,06;4469970,49;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA;Fte 147;1
443104,04;4470010,14;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA;6;1
444054,57;4469930,81;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA;S/N;1
444001,98;4469834,45;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA;S/N;1
443283,79;4469545,23;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;SUR, RONDA,;S/N;1
443650,37;4470152;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;TISCAR, CALLE, DE;5;1
443437,74;4470047;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;TORREPEROGIL, CALLE, DE;3;1
444077,18;4469771,78;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;VECINOS DEL POZO, CALLE, DE LOS;Fte 16;1
443714,84;4470109,9;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;VEDRA, CALLE, DE;37;1
443675,49;4470076,72;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;VEDRA, CALLE, DE;33 A;1
442628,75;4470242,72;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;VILLARTA, CALLE, DE;2;1
443324,17;4469907,2;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;YUSTE, CALLE, DE;16;1
443335,75;4469954,76;13  PUENTE DE VALLECAS;13-01 ENTREV÷AS;YUSTE, CALLE, DE;3;1
443512,07;4471197,53;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ALBALATE DEL ARZOBISPO, CALLE, DE;14;1
443543,44;4471237,34;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ALBALATE DEL ARZOBISPO, CALLE, DE;8;1
443291,51;4471076,51;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ALFREDO CASTRO CAMBA, CALLE, DE;19;1
443348,44;4471140,1;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ALFREDO CASTRO CAMBA, CALLE, DE;1;1
443399,72;4472265,21;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ANTONIA CALAS, CALLE, DE;15;2
443614,26;4471871,9;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ARROYO DEL OLIVAR, CALLE, DEL;8;1
443647,03;4471863,5;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ARROYO DEL OLIVAR, CALLE, DEL;10;1
443542,89;4471831,62;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CACHERO, CALLE, DEL;1;1
443234,39;4471382,97;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CALLEJO, CALLE, DE;24;1
443560;4470677,31;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CARLOS AURIOLES, CALLE, DE;17;2
443578;4470702,52;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CARLOS AURIOLES, CALLE, DE;13;1
443523,19;4470628,38;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CARLOS AURIOLES, CALLE, DE;23;3
443547,62;4471022,01;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CARLOS MARTIN ALVAREZ, CALLE, DE;100;1
443497,89;4471714,45;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;COLLADO DE LAS VERTIENTES, CALLE, DEL;9;1
443638,01;4472083,84;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONCORDIA, CALLE, DE LA;9;1
443058,68;4471758,9;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;17;1
443551,06;4471396,48;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;37 B;1
443598,81;4471499,05;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;17;2
443577,36;4471453,1;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;23;1
443472,75;4471597,31;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ENCARNACION GONZALEZ, CALLE, DE;20;1
443214,11;4471858,09;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;FELISA MENDEZ, CALLE, DE;8;1
443374,81;4471105,98;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;2;1
443258,49;4470972,97;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;34;1
443277,97;4470995,38;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;32;1
443295,29;4471615,29;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;13;1
443219,97;4471640,94;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;1;1
443329,42;4471603,58;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;19;1
443421,64;4470738,79;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;IMAGEN, CALLE, DE LA;26;1
443465,63;4470788,95;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;IMAGEN, CALLE, DE LA;17;1
443276,55;4470910,68;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JOSUE LILLO, CALLE, DE;22;2
443337,87;4470980,58;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JOSUE LILLO, CALLE, DE;19;1
443391,13;4471062,58;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JOSUE LILLO, CALLE, DE;4;2
443547,9;4471731,35;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JUANA ELORZA, CALLE, DE;17;1
443532,43;4471480,78;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JULIA MEDIAVILLA, CALLE, DE;35;1
443502,99;4471431,05;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JULIA MEDIAVILLA, CALLE, DE;42;1
443530,4;4471493,01;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JULIA MEDIAVILLA, CALLE, DE;34;1
443574,11;4471592,04;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;JULIA MEDIAVILLA, CALLE, DE;12;1
443557,59;4472139,25;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;LOMAS DE HORCAJO, CALLE, DE LAS;1;1
443600,27;4472109,96;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;LOMAS DE HORCAJO, CALLE, DE LAS;7;1
443444,61;4470933,32;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MARTELL, CALLE, DE;32;1
443240,54;4472158,02;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MELQUIADES BIENCINTO, CALLE, DE;Fte 26;2
443254,03;4471810,5;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE IGUELDO, AVENIDA, DEL;Fte 75;1
443286,99;4471915,91;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE IGUELDO, AVENIDA, DEL;54;1
443309,42;4471985,97;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE IGUELDO, AVENIDA, DEL;38;1
443436,82;4471545,46;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE NARANCO, CALLE, DEL;17;1
443360,23;4471867,66;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE PERDIDO, CALLE, DEL;41;1
443131,07;4471944,76;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE PERDIDO, CALLE, DEL;5;1
443265,9;4471899,43;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;MONTE PERDIDO, CALLE, DEL;29;1
443565,66;4471681,14;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PARROCO DON EMILIO FRANCO, CALLE, DEL;16;1
443588,5;4471731,41;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PARROCO DON EMILIO FRANCO, CALLE, DEL;4;1
443469,74;4471442,89;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PARROCO DON EMILIO FRANCO, CALLE, DEL;57;1
443603,5;4471188,39;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA DE LA ATALAYA, CALLE, DE LA;34;1
443407,34;4470908,42;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA DE LA ATALAYA, CALLE, DE LA;98;1
443550,05;4470846,97;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA DE LA MIEL, CALLE, DE LA;8;1
443513,22;4470796,59;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA DE LA MIEL, CALLE, DE LA;14;1
443470,09;4472117,27;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA GORBEA, CALLE, DE LA;13;1
443150,55;4472041,77;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PELA UBILA, CALLE, DE LA;6;1
443425,48;4471287,25;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PICO COLLARADA, CALLE, DEL;8;1
443681,52;4471740;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PICO DE LA MUELA, CALLE, DEL;3;1
443177,73;4471077,3;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PINTOR SOROLLA, CALLE, DEL;1;1
443191,91;4471032,09;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PINTOR SOROLLA, CALLE, DEL;5;1
443171,29;4471062,24;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PINTOR SOROLLA, CALLE, DEL;3;1
443423,55;4471852,75;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO ALTO, CALLE, DEL;29;1
443335,84;4471735,48;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO ALTO, CALLE, DEL;55;1
443570,48;4472186,02;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ALCOLEA, CALLE, DEL;Fte 1;1
443181,44;4471721,74;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ALMANSA, CALLE, DEL;34;1
443365,4;4471636,24;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ALMANSA, CALLE, DEL;61;1
443612,6;4471252,81;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ARLABAN, CALLE, DEL;27;1
443590,72;4471225,23;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ARLABAN, CALLE, DEL;35;1
443293,19;4470822,34;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ARLABAN, CALLE, DEL;125;1
443528,66;4471169,19;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE ARLABAN, CALLE, DEL;30;1
443289,29;4470795,49;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE BALBARAN, CALLE, DEL;21;1
443257,51;4470859,09;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE BALBARAN, CALLE, DEL;15;1
443240,61;4470892,1;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE BALBARAN, CALLE, DEL;11;1
443504,12;4471639,46;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE MADERI, CALLE, DEL;5;1
443529,9;4470717,05;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DE MORCUERA, CALLE, DEL;22;2
443755,4;4471969,36;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DEL MONASTERIO, CALLE, DEL;15;1
443732,12;4471970,15;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;PUERTO DEL MONASTERIO, CALLE, DEL;18;1
443371,13;4471534,19;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;QUIJADA DE PANDIELLOS, CALLE, DE;48;1
443274,52;4472190,93;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ROBLES, CALLE, DE LOS;2;1
443373,77;4472159,67;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ROBLES, CALLE, DE LOS;13;1
443678,63;4471813,86;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;RUICES, CALLEJON, DE LOS;10;2
443266,95;4472022,29;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SALVADOR MARTINEZ LOZANO, CALLE, DE;13;1
443147,48;4471381,57;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN DIEGO, AVENIDA, DE;18;1
443139,08;4471409,39;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN DIEGO, AVENIDA, DE;3;1
443710,23;4470703,48;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN DIEGO, AVENIDA, DE;103;1
443655,25;4470787,51;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN DIEGO, AVENIDA, DE;144;1
443214,45;4471317,24;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN DIEGO, AVENIDA, DE;27 C;1
443664,24;4470669,28;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SAN MOISES, CALLE, DE;10;1
443490,99;4471197,38;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SANTA ALICIA, CALLE, DE;11;1
443485,45;4471950,96;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SANTA JULIA, CALLE, DE;13;2
443225,98;4471277,3;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA BASCULA, CALLE, DE LA;2;1
443650,79;4471637,99;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA BERMEJA, CALLE, DE LA;1;1
443796,43;4471848,73;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA CARBONERA, CALLE, DE LA;12;1
443730,99;4471673,77;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA CARBONERA, CALLE, DE LA;32;2
443629,83;4471442,86;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA CARBONERA, CALLE, DE LA;80;2
443436,16;4471678,69;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA DE ALCUBIERRE, CALLE, DE LA;15;1
443495,48;4471353,54;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA DE ALQUIFE, CALLE, DE LA;8;2
443437,51;4471778,9;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;SIERRA DE MONCHIQUE, CALLE, DE LA;10;1
443314,97;4471804,49;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;TERESA MAROTO, CALLE, DE;13;1
443581,32;4471644,73;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;TOMAS ESTEBAN, CALLE, DE;26;1
443766,95;4471885,79;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;URBANO MARTIN, CALLE, DE;1;1
443436,38;4470612,76;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;VIZCONDE DE ARLESSON, CALLE, DEL;43;1
444304,18;4471416,82;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ALCALA DE GUADAIRA, CALLE, DE;6;1
444385,17;4471397,97;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ALCALA DE GUADAIRA, CALLE, DE;9;1
444296,52;4471435,51;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ALCALA DE GUADAIRA, CALLE, DE;8;1
444607,43;4471292,72;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ARROYO DEL OLIVAR, CALLE, DEL;61;1
444558,77;4471317,27;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ARROYO DEL OLIVAR, CALLE, DEL;53;1
444056,69;4471644,13;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ARROYO DEL OLIVAR, CALLE, DEL;43;1
443863,83;4471758,36;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ARROYO DEL OLIVAR, CALLE, DEL;40;1
444653,22;4471345,37;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;28 B;1
444670,71;4471178,14;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;42;1
444666,65;4470661,4;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;76;1
444622,79;4471577,19;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;2;1
444673,46;4471404,22;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;24;1
444658,98;4470945,99;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;62;1
444646,02;4471499,43;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;BUENOS AIRES, AVENIDA, DE;14;1
443941,1;4470940,32;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CANDILEJAS, CALLE, DE;22;1
443626,92;4470474,94;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CANDILEJAS, CALLE, DE;80;1
443676,71;4470523,36;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CANDILEJAS, CALLE, DE;74;1
443889,92;4471556,64;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CARLOS MARTIN ALVAREZ, CALLE, DE;16;1
443809,58;4471442,83;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CARLOS MARTIN ALVAREZ, CALLE, DE;32;1
443835,79;4471463,13;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CARLOS MARTIN ALVAREZ, CALLE, DE;19;2
444593,77;4470927,58;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;COMERCIAL, CALLE;15;1
444585,88;4470927,66;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;COMERCIAL, CALLE;16;1
444594,23;4470976,21;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;COMERCIAL, CALLE;38;1
444585,73;4470960,68;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;COMERCIAL, CALLE;14;1
444512,31;4470759,51;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CONCEPCION, CALLE, DE LA;4;1
443918,93;4471950,27;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CUARTEL DE SIMANCAS, CALLE, DEL;2;1
444016,26;4470668,13;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;EL PADRINO, CALLE, DE;2;1
444661,61;4471409,8;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ESCRITOR, CALLE, DEL;1;1
444072,2;4470210,85;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, TRAVESIA, DE;31;1
443904,41;4471057,81;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HERMANOS TRUEBA, CALLE, DE LOS;55;1
443862,61;4470987,27;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HERMANOS TRUEBA, CALLE, DE LOS;37;1
443954,32;4471091,85;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HERMANOS TRUEBA, CALLE, DE LOS;58;1
443841,4;4470883,53;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HERMANOS TRUEBA, CALLE, DE LOS;16;1
